auc_mean,best_eval_episode,best_eval_mean_during_training,best_reward,collapse_count,episodes_completed,final_eval_mean_best_ckpt,final_eval_std_best_ckpt,first_solve_ep,last100_mean,last100_std,n_seeds,preset,spike_count
-500.0,-1.0,0.0,-500.0,0.0,4.0,0.0,0.0,-1.0,-500.0,0.0,1,acrobot_reliable_317,0.0
