auc_mean,best_reward,episodes_completed,eval_mean,eval_std,first_solve_ep,last100_mean,last100_std,n_seeds,preset
61.82966613769531,476.3333333333333,3000.0,104.83333079020183,2.46165402730306,-1.0,78.69333394368489,59.501241048177086,3,cartpole_reliable
-496.0917663574219,-296.0,948.0,-500.0,0.0,-1.0,-497.30999755859375,16.056583404541016,1,acrobot_reliable
