mae,rmse,uncertainty_error_corr,graph_type
0.197524691466242,0.3047007615678012,0.5875383839414772,FULL_GRAPH
0.2278378014452755,0.3309467057697475,0.5795267776071218,TOPK_GRAPH
0.2278378014452755,0.3309467057697475,0.5795267776071218,IDENTITY_GRAPH
