preset,seed,episodes_completed,last100_mean,best_reward,final_eval_mean_best_ckpt,final_eval_std_best_ckpt,best_eval_mean_during_training,best_eval_episode,spike_count,collapse_count
acrobot_reliable_v4_stable,0,24000,-184.11,-94.0,-121.80000305175781,45.45173263549805,-109.75,22800,12,33
