mae,rmse,uncertainty_error_corr,exp
0.1334031327809177,0.2462506728164804,0.6431775346523828,FULL_GRAPH
0.1485145409714501,0.2623284824614255,0.6438501164026812,TOPK_GRAPH
0.1485145409714501,0.2623284824614255,0.6438501164026812,NO_GRAPH_IDENTITY
