epoch,loss,pred_loss,recon_loss,unc_loss,val_mae,val_rmse,val_uncertainty_error_corr
1,0.20186359161625103,0.1917208049167581,0.14644338788122546,-1.2615781230560574,0.24225136468995292,0.362775722858291,0.5482349764432706
2,0.09352402760058033,0.14008217067235992,0.08479696822156306,-1.779132513955337,0.19916266179497136,0.317091111398343,0.6114919565497942
3,0.05928820043194051,0.12787243901770942,0.05948414184710606,-1.9665261633846225,0.22521798443869226,0.34830888327937454,0.5682169425396159
4,0.03889544790699368,0.12153795857717391,0.046359853073954585,-2.116448707235771,0.1898072271508241,0.3046839610210755,0.6184037155495415
5,0.029841160287662427,0.11772171682139643,0.04097823394323084,-2.1673934335814042,0.19017880175660992,0.3028938183619541,0.6301353450312677
6,0.022055073984626198,0.11496873459442943,0.035787706302643635,-2.2161502303314857,0.18501616723882328,0.2976466028382943,0.6411655525308487
7,0.015518400934683223,0.1125893650513117,0.034167447929479636,-2.283093715565545,0.17847718270319812,0.29324073217949775,0.6362954671134371
8,0.0075394129469281155,0.10908177823436503,0.03223184031263298,-2.3531656638700134,0.18674638726801243,0.30199324550493706,0.6137800903027506
9,0.0014681953759420486,0.10700797782260545,0.02937777986129125,-2.4045734066946975,0.1803302530129001,0.2942190741967855,0.5706755081692846
10,-0.0030223946993042823,0.10448857784575345,0.028532864903511646,-2.4355480504684706,0.17678192595265946,0.28924447307421725,0.6211482538600748
11,-0.007235887023259183,0.10243062620260278,0.028568412220346277,-2.47901434093511,0.17689824230828374,0.285475844482206,0.6450037791334765
12,-0.012385126593567075,0.10095565742781373,0.024772371970066407,-2.5145393489169425,0.16552063658739785,0.27869762630207734,0.6319857320440597
13,-0.01569638271518305,0.09912433981591341,0.024359662889116476,-2.540011028529835,0.16552862862371048,0.278427021683387,0.6168360179091502
14,-0.018991994918609152,0.09788574408106253,0.02356165215043592,-2.573171256993878,0.17056495490126639,0.27923478364194715,0.63401134543779
15,-0.020623524446471208,0.09678708765478361,0.022756677447837225,-2.575778968500442,0.1701095814131341,0.27720953430394707,0.6475200936595596
16,-0.024939617413241848,0.09488587707635902,0.022725010675942004,-2.6237599440172414,0.16992253758622416,0.27733444539630936,0.6287832876105908
17,-0.025724965906670304,0.09517740949380155,0.021518592990073217,-2.6332333875148475,0.15689399140248508,0.2682993657558969,0.654295924215016
18,-0.02833030364748572,0.09401606414340385,0.021269964975412607,-2.659626957145678,0.1621023710325079,0.2707826987190067,0.6353931633598296
19,-0.03140435426616344,0.09212583762143745,0.02073183226570183,-2.6779221121145755,0.15367656285470388,0.267400380762868,0.6337520372809641
20,-0.03393584236401279,0.09144708318065624,0.02017445348608656,-2.7094029969098616,0.16474984305084878,0.2718483035294515,0.6459377602003222
21,-0.03499733147775235,0.09064489375217026,0.02065107100168053,-2.719355164823078,0.15640661059498037,0.26653152066956526,0.6269283192005702
22,-0.03768881095104477,0.08962458729186432,0.0191514557151466,-2.7377824733857397,0.15495866508978717,0.2636251336186187,0.6557409876260767
23,-0.03847386879580361,0.08974777520665912,0.018677412923805568,-2.7512069531849455,0.16053353062590714,0.2676607239171394,0.6541519566031038
24,-0.039378597602552294,0.0894158001026126,0.018917896867203875,-2.765066868056651,0.15706286584056398,0.26310221232333275,0.640188151846936
25,-0.04175019653476014,0.0884840389016737,0.018767923797119637,-2.7923638992569075,0.15516463451602924,0.26549084709500365,0.6143609191978543
26,-0.043271956121434973,0.08724836362715886,0.017912714677501697,-2.7895334855228864,0.155133197095784,0.264912097615266,0.6265814605931258
27,-0.04460053787547715,0.0866094297697755,0.017989829989137496,-2.804097603818997,0.14677557892769388,0.25780091692441665,0.6468335152444361
28,-0.046726001302401225,0.0859645891427791,0.01724988241952394,-2.8263105745218238,0.15211892493490903,0.2621084300789443,0.637601029864724
29,-0.04710284691481363,0.08555785955823197,0.017814321257174016,-2.831357281102615,0.14679141862774794,0.2576587277950731,0.6442083441772831
30,-0.04885607464175646,0.08506740721664867,0.01682379850420822,-2.8467075666602777,0.15311876065888494,0.2596942532174992,0.6377865096354294
