auc_mean,best_reward,env_id,episodes_completed,eval_at_episode,eval_max,eval_mean,eval_min,eval_std,first_solve_ep,last100_mean,last100_std,preset,seed
21.623332977294922,76.0,CartPole-v1,1500,1500,10.0,9.300000190734863,8.0,0.6403124332427979,-1,21.8799991607666,12.342836380004883,cartpole_pomdp,0
22.0086669921875,151.0,CartPole-v1,1500,1500,10.0,9.300000190734863,8.0,0.6403124332427979,-1,24.649999618530273,18.502094268798828,cartpole_pomdp,1
21.492666244506836,90.0,CartPole-v1,1500,1500,10.0,9.300000190734863,8.0,0.6403124332427979,-1,23.09000015258789,13.132475852966309,cartpole_pomdp,2
-499.02398681640625,-256.0,Acrobot-v1,1500,1500,-500.0,-500.0,-500.0,0.0,-1,-500.0,0.0,acrobot_pomdp,0
-499.9113464355469,-367.0,Acrobot-v1,1500,1500,-500.0,-500.0,-500.0,0.0,-1,-500.0,0.0,acrobot_pomdp,1
-499.9706726074219,-456.0,Acrobot-v1,1500,1500,-500.0,-500.0,-500.0,0.0,-1,-500.0,0.0,acrobot_pomdp,2
-200.0,-200.0,MountainCar-v0,1500,1500,-200.0,-200.0,-200.0,0.0,-1,-200.0,0.0,mountaincar_pomdp,0
-200.0,-200.0,MountainCar-v0,1500,1500,-200.0,-200.0,-200.0,0.0,-1,-200.0,0.0,mountaincar_pomdp,1
-200.0,-200.0,MountainCar-v0,1500,1500,-200.0,-200.0,-200.0,0.0,-1,-200.0,0.0,mountaincar_pomdp,2
