auc_mean,best_reward,eval_mean,eval_std,first_solve_ep,last100_mean,last100_std,n_seeds,preset
21.708222071329754,105.66666666666667,9.300000190734863,0.6403124332427979,-1.0,23.206666310628254,14.659135500590006,3,cartpole_pomdp
-200.0,-200.0,-200.0,0.0,-1.0,-200.0,0.0,3,mountaincar_pomdp
-499.6353352864583,-359.6666666666667,-500.0,0.0,-1.0,-500.0,0.0,3,acrobot_pomdp
