auc_mean,best_reward,episodes_completed,eval_mean,eval_std,first_solve_ep,last100_mean,last100_std,n_seeds,preset
67.15091705322266,500.0,4000.0,496.2999979654948,11.09999974568685,-1.0,73.22999827067058,58.900455474853516,3,cartpole_reliable
-301.32774353027344,-109.0,11406.0,-234.5999984741211,23.380534489949543,4602.0,-242.67666880289713,47.00441042582194,3,acrobot_reliable
