station_id,station_name,mob_vis_cosine_pca2,mobility_cluster,visual_cluster
2636,신당,-0.9772667364051139,3,4
2555,둔촌동,-0.9771568699902496,0,4
2732,강남구청,-0.9770985297837897,3,4
2727,군자(능동),-0.9765390450413718,3,4
2619,디지털미디어시티,-0.9765107831121368,3,4
318,안국,-0.9765095378690988,0,3
433,사당,-0.9759210961969016,3,5
4128,삼성중앙,-0.973679249486135,3,4
229,봉천,-0.9724208598861694,0,5
2645,석계,-0.9703366540532931,3,0
4109,등촌,-0.9694591092885043,0,1
203,을지로3가,-0.9692706066426102,3,4
4108,증미,-0.9690727067724106,4,2
206,신당,-0.9684878506071164,3,4
415,미아(서울사이버대학),-0.963190075106101,0,1
317,경복궁(정부서울청사),-0.9622542391952046,0,3
2561,마천,-0.9618966814404126,1,3
2714,마들,-0.9596860347082963,0,1
2816,석촌,-0.9585460215124473,3,0
340,가락시장,-0.9574504243164774,3,0
2535,종로3가,-0.9565087899958284,3,4
4116,샛강,-0.9564228358148432,3,0
314,홍제,-0.9562966912448839,1,3
201,시청,-0.9561559809153706,3,4
2537,동대문역사문화공원,-0.9551333096335394,3,4
4119,흑석(중앙대입구),-0.9550258318303528,4,2
2530,공덕,-0.953034379253031,3,5
2559,개롱,-0.9494800074468077,0,0
2718,공릉(서울과학기술대),-0.9475360633827603,0,1
331,남부터미널(예술의전당),-0.9457187130809676,0,1
2637,동묘앞,-0.9439429644262665,3,4
2526,신길,-0.9439247833097887,3,0
250,용두(동대문구청),-0.9437461246064116,3,0
2760,굴포천,-0.9437043248656356,5,0
246,신설동,-0.9436956360600296,3,4
2743,신대방삼거리,-0.9436773705927118,0,5
4133,석촌,-0.9422118331162876,5,0
151,시청,-0.9407466864207987,3,4
2546,아차산(어린이대공원후문),-0.940000206707627,0,3
432,총신대입구(이수),-0.9385809149456062,0,5
4106,양천향교,-0.9330367284462089,4,2
2750,광명사거리,-0.9310877861090598,1,3
231,신대방,-0.9306110860145381,0,1
2520,신정(은행정),-0.9262388015359232,3,4
4126,언주,-0.9257630940672188,3,4
310,구파발,-0.9211750562798781,1,3
238,합정,-0.9204578674262915,3,4
2541,왕십리(성동구청),-0.9151280800080028,3,4
2511,방화,-0.9136335871238919,4,2
4105,마곡나루,-0.9135170499118179,3,2
4122,신반포,-0.9105154575686741,3,2
2545,군자(능동),-0.9089443878496251,3,4
2536,을지로4가,-0.9084037912164042,3,4
233,대림(구로구청),-0.9034856841156829,3,4
4135,한성백제,-0.9034207300890296,5,0
2627,공덕,-0.8977010377354472,3,4
2734,논현,-0.8958921340346939,3,4
2513,김포공항,-0.8950558896038429,4,2
420,혜화,-0.8925750578418848,0,3
2518,화곡,-0.8907423234436534,1,1
2821,복정,-0.8833807659644581,4,1
2746,대림(구로구청),-0.8789981355618562,0,4
419,한성대입구(삼선교),-0.8765996548719565,0,3
2558,오금,-0.8751202949071282,3,4
155,동대문,-0.8745004433957866,3,4
2514,송정,-0.8738198271311602,4,0
410,상계,-0.8737740946594096,1,3
342,오금,-0.8699274273553943,3,0
2824,단대오거리,-0.8697566445164886,1,3
2825,신흥,-0.868972130612084,4,1
2617,새절(신사),-0.8676587784859011,0,3
153,종로3가,-0.8673269482716088,3,4
320,을지로3가,-0.8659519723302441,3,4
249,신정네거리,-0.8658614080055757,1,1
424,명동,-0.8657081926344703,2,1
4136,올림픽공원(한국체대),-0.8642098337707476,5,0
2823,남한산성입구(성남법원.검찰청),-0.858539611797587,1,3
421,동대문,-0.855050124658996,3,4
319,종로3가,-0.847707053831457,3,4
158,청량리(서울시립대입구),-0.8426359206220821,3,4
156,신설동,-0.8381489185422386,3,4
2758,상동,-0.8354649576820656,5,0
2811,암사,-0.8310892944989215,0,2
413,쌍문,-0.8298016245245191,0,5
2620,월드컵경기장(성산),-0.8201312878847835,4,2
4111,신목동,-0.8193782764267878,4,2
313,녹번,-0.8156573435479231,1,3
2814,몽촌토성(평화의문),-0.8082233890688216,3,0
338,일원,-0.8000458657801337,1,3
232,구로디지털단지,-0.7974676173107962,2,5
4121,구반포,-0.7737417524689172,3,2
248,양천구청,-0.7677356022588777,0,1
2726,중곡,-0.7664882173835432,0,1
430,이촌(국립중앙박물관),-0.7640669169197775,3,2
4110,염창,-0.763281385275998,0,2
335,대치,-0.7572453315067675,0,4
150,서울역,-0.7520371134787661,3,0
4113,당산,-0.7491874489912921,3,0
2724,사가정,-0.7469124235580082,0,1
2552,명일,-0.7358843747385357,3,5
2625,광흥창(서강),-0.7345031562380295,3,2
2761,부평구청,-0.7217092969413632,5,4
224,서초,-0.710505904008686,3,5
428,삼각지,-0.708561248194555,0,5
2524,영등포구청,-0.7060058951603612,3,4
4709,북한산보국문,-0.7006721024705798,1,3
2725,용마산,-0.6950337846377523,4,3
240,신촌,-0.6950183631009101,2,4
2542,마장,-0.6937596374930595,3,5
411,노원,-0.6926356477236305,0,5
334,도곡,-0.68596035350452,3,0
244,용답,-0.6754258309035271,3,0
2616,구산,-0.6732734974553161,4,3
223,교대(법원.검찰청),-0.6685058146195806,2,4
159,동묘앞,-0.6648655310198031,3,5
332,양재(서초구청),-0.6608338554174035,2,5
2560,거여,-0.6598944944425245,1,2
230,신림,-0.6552930053383931,2,5
2553,고덕,-0.6513328532691658,0,2
2631,이태원,-0.6321375023249964,0,5
2738,이수,-0.6288838150883804,3,5
2744,보라매,-0.6275501788467039,3,4
431,동작(현충원),-0.6231641876169742,3,2
2618,증산(명지대앞),-0.6138134153123611,0,3
418,성신여대입구(돈암),-0.6131478817912543,3,5
322,동대입구,-0.6038907624506867,3,5
4103,공항시장,-0.6036724594484842,3,4
2812,천호(풍납토성),-0.6012749076884767,3,0
4124,사평,-0.5993584706745771,3,4
2737,내방,-0.5975084727482358,3,5
243,충정로(경기대입구),-0.5929297851465112,3,4
4127,선정릉,-0.5841664865057814,3,4
328,잠원,-0.5803334815555056,3,2
234,신도림,-0.5780813417236181,3,0
4702,솔밭공원,-0.5756257318610462,4,1
4123,고속터미널,-0.5740661116872985,3,2
4138,중앙보훈병원,-0.5649747597515509,1,3
321,충무로,-0.5626082723571486,5,4
2527,여의도,-0.5572942325758364,3,4
2554,상일동,-0.5467623027606697,1,2
2621,마포구청,-0.5339489339735072,0,2
218,종합운동장,-0.5296654027008482,3,2
2629,삼각지,-0.5256996059692334,3,4
2715,노원,-0.5234613251394078,3,0
2635,청구,-0.5109233081326183,3,4
2519,까치산,-0.49558733476351063,1,5
2538,청구,-0.4856627918021037,3,4
4120,동작(현충원),-0.47253037980060575,4,2
309,지축,-0.4689139602746898,4,3
241,이대,-0.449178829573475,3,5
220,선릉,-0.4476878985428128,2,4
2623,합정,-0.4427632833998827,3,2
2534,광화문(세종문화회관),-0.43810295723331677,2,4
4701,북한산우이,-0.4278706559679359,4,3
2755,춘의,-0.41466193759839565,5,0
239,홍대입구,-0.40590610842343455,2,4
209,한양대,-0.39898852797683315,3,0
4107,가양,-0.39556153394420246,1,2
2639,보문,-0.39492321405931324,3,5
212,건대입구,-0.38556639837935985,2,4
2632,한강진,-0.384756721023821,0,3
2759,삼산체육관,-0.3733091853335744,5,4
152,종각,-0.36995712755690846,2,4
2745,신풍,-0.36283575975857807,0,5
2557,방이,-0.35664979656667223,0,0
235,문래,-0.3544850961526501,3,0
2723,면목,-0.3489602290586451,0,5
4703,4.19민주묘지,-0.32636303601051075,4,3
202,을지로입구,-0.3244167907120813,2,4
210,뚝섬,-0.32373267823495866,3,0
2551,굽은다리(강동구민회관앞),-0.32169104208859745,0,5
2747,남구로,-0.31995579485636194,0,5
2817,송파,-0.31577463046436266,0,0
2742,장승배기,-0.30980393316372784,0,5
2613,불광,-0.30529211409830864,3,5
2644,돌곶이,-0.3027892275785536,0,1
2626,대흥(서강대앞),-0.29740969770062325,0,5
4117,노량진,-0.29057798027899595,3,2
2733,학동,-0.28471747729776997,0,4
4704,가오리,-0.28150068914123433,4,1
4712,보문,-0.27284446061108375,3,4
2641,고려대(종암),-0.26809621262088884,0,5
154,종로5가,-0.2675629525806692,0,4
2550,길동,-0.22694513285274798,0,5
2614,독바위,-0.22487475648404592,4,3
219,삼성(무역센터),-0.2226543537231284,2,4
237,당산,-0.21236377492475844,3,2
4713,신설동,-0.2113495873717725,3,4
2549,강동,-0.19557886120593254,0,4
409,불암산,-0.17843324615130107,4,3
2647,화랑대(서울여대입구),-0.1728488325824144,0,1
2820,장지,-0.16026946877132253,1,0
222,강남,-0.15073599827970613,2,4
4114,국회의사당,-0.10921033405835576,0,2
2628,효창공원앞,-0.09969573935282947,3,5
4115,여의도,-0.08921636933870492,3,0
242,아현,-0.08464254827143954,3,5
2813,강동구청,-0.08102236255920453,0,2
226,사당,-0.0781492955154735,3,1
2529,마포,-0.07054655070147577,0,2
2751,천왕,-0.07037548669980312,4,3
2540,행당,-0.0692395197732307,3,5
329,고속터미널,-0.06743348309963436,2,0
2532,충정로(경기대입구),-0.06723223848998426,3,5
2711,장암,-0.06634379104919302,4,3
2615,연신내,-0.05030188378381094,5,3
315,무악재,-0.031172896590155347,4,3
2543,답십리,-0.002620271277242167,0,5
4104,신방화,0.0043811314149083125,3,5
4132,석촌고분,0.007254631684092239,0,0
2822,산성,0.01446749750202768,4,3
4705,화계,0.02349854942678277,4,1
2721,중화,0.030111167865585473,3,5
339,수서,0.030561251865050543,3,0
4137,둔촌오륜,0.03968730616243514,5,1
4708,솔샘,0.043297501713092934,4,3
2713,수락산,0.05254241126576981,4,3
2741,상도,0.06081636660538797,3,5
2525,영등포시장,0.08785263315082537,0,4
2612,역촌,0.0905224493397222,3,5
4710,정릉,0.11884297197206908,4,3
323,약수,0.12627811652863463,3,5
2516,발산,0.13346060032779045,0,5
311,연신내,0.1548081293337802,3,3
2634,약수,0.16806759361575138,3,5
325,옥수,0.17679327251154528,3,2
2531,애오개,0.17785747455273232,3,5
4707,삼양사거리,0.1786778446090342,3,5
221,역삼,0.1795504613833559,2,4
2729,건대입구,0.18913495199161395,0,4
2624,상수,0.28227254209310315,0,2
2539,신금호,0.29151976995379714,3,5
2528,여의나루,0.41691614436395746,0,2
215,잠실나루,0.41961713156746394,0,2
4711,성신여대입구(돈암),0.42201612579444386,3,5
341,경찰병원,0.47420390959813913,0,0
434,남태령,0.47922340249294354,4,3
2728,어린이대공원(세종대),0.5109033319263356,0,0
2815,잠실(송파구청),0.5163228108535753,2,0
427,숙대입구(갈월),0.5314463555804898,3,5
2622,망원,0.5364443954842064,0,2
2753,까치울,0.5380114386255272,5,3
2757,부천시청,0.5531769567059979,1,0
324,금호,0.5544049428527169,3,5
426,서울역,0.5575342855411576,3,5
2648,봉화산(서울의료원),0.5783720904828652,4,1
213,구의(광진구청),0.6000593594106667,0,2
2756,신중동,0.6176055303253654,5,0
2521,목동,0.6213934715600945,0,5
2544,장한평,0.6396571810860844,0,0
312,불광,0.640887621156542,3,3
412,창동,0.6413520740443661,0,0
2754,부천종합운동장,0.7325932829644967,5,5
423,충무로,0.7349779753133385,3,1
2712,도봉산,0.7627459251900057,3,1
2748,가산디지털단지,0.800906578349645,0,0
2819,문정,0.8129507689620648,0,0
2638,창신,0.8180934273014364,3,5
2752,온수(성공회대입구),0.8238695272499582,3,1
316,독립문,0.8356816231350983,3,3
327,신사,0.836287217339572,2,0
326,압구정,0.8439547641140158,2,2
216,잠실(송파구청),0.8521771879009463,2,0
217,잠실새내,0.8847830548709346,0,2
2633,버티고개,0.8886614109059734,3,1
2515,마곡,0.8947361746318383,0,0
4129,봉은사,0.918303924569454,0,2
2512,개화산,0.9205260690603743,3,5
2643,상월곡(한국과학기술연구원),0.9227291766401768,3,1
4706,삼양,0.9631684995021579,3,5
214,강변(동서울터미널),0.9749786105873244,0,2
211,성수,0.975446347128269,2,0
2720,먹골,0.9791324103225093,3,1
2522,오목교(목동운동장앞),0.9846536611943395,0,0
2731,청담,0.9915345364461914,0,2
333,매봉,0.9981155320222556,0,0
2630,녹사평(용산구청),0.9999038447785908,3,5
2548,천호(풍납토성),0.9999476619110752,0,2
