priority_rank,station_id,nearest_station,nearest_line,quad_mobility_subway_label,quad_hidden_visual_label,quad_temporal_visual_label,quad_signature,reconstruction_label,reconstructed_latent_demand_score,axis_observed_subway_score,hidden_demand_reconstruction_score,hidden_demand_reconstruction_score_norm,axis_mobility_demand_score,axis_hidden_gap_score,axis_temporal_dynamics_score,axis_visual_morphology_score,surrounding_total_flow,subway_total_activity,mobility_minus_subway_gap,outer_1km_plus_share
77,4131,삼전,9호선(연장),Low Demand / Peripheral,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M-S-H+V+T+,Morphology-Supported Hidden Demand,0.343369825244236,0.0560935397039568,0.2872762855402792,0.6567333318679662,0.2526259989156439,0.3997125319338806,0.2829697189520692,0.7316604895831224,100590115.71,45637099,0.2152557557603419,0.0
78,309,지축,3호선,Hidden Transit Demand,Behavioral Hidden Demand,Stable Low-Intensity Area,M+S-H+V-T-,High Priority Hidden Demand,0.3238950586825288,0.0369100671528579,0.28698499152967094,0.6565258366968659,0.2923526699955566,0.6250965756455835,0.1451161781975334,0.0703897763362577,53812444.88,30030807,0.1074216529067277,0.3725910035255027
79,2557,방이,5호선,Hidden Transit Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S-H+V-T+,High Priority Hidden Demand,0.37598165190504296,0.0890807068315314,0.28690094507351155,0.6564659685459048,0.3036512518061183,0.4163157125711788,0.345339800268941,0.6619170039570677,123831956.28,72473083,0.2453782344266534,0.0
80,2537,동대문역사문화공원,5호선,Low Demand / Peripheral,Morphology-Supported Hidden Demand,Stable Dense Urban Area,M-S-H+V+T-,Morphology-Supported Hidden Demand,0.3215147298084192,0.0347344493418829,0.2867802804665363,0.6563800164756312,0.1794182774930999,0.3855337613581188,0.246547754504202,0.9508351369615418,83250500.50999999,28260881,0.18953178614795,0.0
81,2624,상수,6호선,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,Already Captured Core Demand,0.407566761162529,0.1223832742906818,0.2851834868718472,0.6552425850555685,0.354575180309388,0.438437383072248,0.3601514825455641,0.6636828774612956,145193537.22,99565654,0.2700797567322762,0.0111277990806979
82,2644,돌곶이,6호선,Hidden Transit Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S-H+V-T+,High Priority Hidden Demand,0.39197808717110344,0.1074422543813203,0.2845358327897831,0.6547812467180891,0.3239769876898207,0.5549579114662829,0.3273314168382198,0.4198268147646942,116805409.42,87410716,0.20793717885971,0.2083625485399202
83,336,학여울,3호선,Low Demand / Peripheral,Morphology-Supported Hidden Demand,Stable Dense Urban Area,M-S-H+V+T-,Morphology-Supported Hidden Demand,0.3121883778308953,0.0277008303132805,0.2844875475176148,0.6547468520500035,0.200629164296167,0.3809040320302331,0.2223871457281186,0.8220181674443817,77566824.15,22538835,0.1811322556027756,0.0
84,2612,역촌,6호선,Low Demand / Peripheral,Morphology-Supported Hidden Demand,Stable Dense Urban Area,M-S-H+V+T-,Morphology-Supported Hidden Demand,0.32965605050190533,0.0464196575154868,0.2832363929864185,0.6538556269850548,0.2393826480527126,0.3972085032155857,0.2700975645577161,0.68612220162745,95354378.32,37767125,0.2107127977997916,0.0
85,2819,문정,8호선,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,Already Captured Core Demand,0.4839588402062148,0.2022924528803893,0.2816663873258255,0.6527372772033584,0.4444754753746572,0.4550710322710518,0.5285599106598657,0.6446513608788302,179469453.45000002,164574008,0.2832415604523063,0.0233970256178991
86,419,한성대입구(삼선교),4호선,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,Already Captured Core Demand,0.4490504169155229,0.1681960922114399,0.280854324704083,0.6521588270241364,0.4585631553079694,0.599886438322927,0.4034259030717814,0.1204020683184863,150057340.69,136835664,0.2374738495670708,0.2458389798217875
87,4119,흑석(중앙대입구),9호선,Hidden Transit Demand,Behavioral Hidden Demand,Stable Low-Intensity Area,M+S-H+V-T-,High Priority Hidden Demand,0.3375807281320268,0.0584507456109098,0.279129982521117,0.6509305399215526,0.2798939741722104,0.4238599320951594,0.2705590914855484,0.5155163843363251,102904220.32,47554752,0.2191821452436614,0.0287575296795174
88,2740,숭실대입구(살피재),7호선,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,Already Captured Core Demand,0.4346734266145958,0.1568252887060751,0.2778481379085207,0.650017453632345,0.4509783777630759,0.4404796900215489,0.4506978626030485,0.3147366159521471,164704799.93,127585197,0.2886175773222462,0.0004329020163972
89,2758,상동,7호선,Low Demand / Peripheral,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M-S-H+V+T+,Morphology-Supported Hidden Demand,0.35318141159361516,0.0772127882895713,0.27596862330404387,0.6486786337794166,0.2519541105221922,0.3909539275185389,0.283547596955444,0.8535406058790512,102515787.98,62818199,0.1993653742478315,0.0
90,4112,선유도,9호선,Low Demand / Peripheral,Morphology-Supported Hidden Demand,Stable Dense Urban Area,M-S-H+V+T-,Morphology-Supported Hidden Demand,0.3179079198549509,0.043052239294968,0.27485568055998294,0.6478858600295493,0.2328647044318934,0.3817292612296067,0.2414268023334505,0.6940112708650711,83771774.48,35027636,0.1826294355405223,0.0
91,2815,잠실(송파구청),8호선,Observed Core Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S+H+V+T+,Morphology-Supported Hidden Demand,0.45980681678298335,0.1863988572725174,0.2734079595104659,0.6468546162829037,0.3773863020887018,0.4378628585501199,0.4641747610974438,0.8768231398604881,174068740.20000002,151644123,0.2844703493201392,0.0
92,4104,신방화,9호선,Low Demand / Peripheral,Morphology-Supported Hidden Demand,Stable Dense Urban Area,M-S-H+V+T-,Morphology-Supported Hidden Demand,0.3119483199674086,0.0397213594604784,0.27222696050693024,0.6460133645530922,0.2149829383760894,0.3813030921171833,0.240290701133192,0.7182208444223416,82260342.51,32317872,0.1818562541677692,0.0
93,2521,목동,5호선,Observed Core Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S+H+V+T+,Morphology-Supported Hidden Demand,0.4804422204949436,0.2092202710019333,0.2712219494930103,0.6452974729635069,0.4044697438564857,0.5722566992970887,0.4171581459687608,0.7193503174150068,151060745.16,170209982,0.1991742613914635,0.2373105392935161
94,2523,양평,5호선,Low Demand / Peripheral,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M-S-H+V+T+,Morphology-Supported Hidden Demand,0.34530526825618946,0.0766187509586102,0.26868651729757925,0.6434914284928166,0.2523397130182404,0.3830842080661083,0.2840146590894363,0.7917841356356689,97038861.95,62334933,0.185087660748578,0.0
95,2745,신풍,7호선,Observed Core Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S+H+V+T+,Morphology-Supported Hidden Demand,0.3906989036025287,0.1220795219909315,0.26861938161159715,0.6434436062577465,0.3331634301614805,0.3986777777804246,0.3532607458261483,0.7045376641952668,124199873.96,99318543,0.2133784431782975,0.0
96,2728,어린이대공원(세종대),7호선,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,Already Captured Core Demand,0.4318487126203895,0.1636563086838669,0.26819240393652255,0.643139460609298,0.3998718378836126,0.4264915372243437,0.4239269647889211,0.6049810830889366,158095427.09,133142423,0.2638398212589081,0.0
97,2622,망원,6호선,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,Already Captured Core Demand,0.4412734155677319,0.1731200678026573,0.2681533477650746,0.6431116400339275,0.3952726797300586,0.4448298182054495,0.4224472676738834,0.6770380160306654,157131800.04999998,140841456,0.2517594810226004,0.0326998154947948
98,2543,답십리,5호선,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,Already Captured Core Demand,0.4431985586939624,0.1766296630600163,0.26656889563394615,0.6419829997115183,0.3716886024693263,0.5295004633138758,0.409620114216428,0.61639548911011,146660977.34,143696610,0.2198179760630624,0.1664936139310743
99,2759,삼산체육관,7호선,Low Demand / Peripheral,Visually Dense but Transit-Captured,Stable Dense Urban Area,M-S-H-V+T-,Low Priority,0.291235000499197,0.027402588579874,0.263832411919323,0.640033741793742,0.1723132256203897,0.3610384631218716,0.1831070314036674,0.8681302690882023,64183802.1,22296207,0.1450909579316543,0.0
100,2641,고려대(종암),6호선,Hidden Transit Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S-H+V-T+,High Priority Hidden Demand,0.36301970510914383,0.0998082429853978,0.263211462123746,0.6395914255105856,0.3300811827851856,0.4082891390756227,0.3364466649922315,0.451215550884583,122419705.0,81200234,0.2308159469851542,0.0
101,154,종로5가,1호선,Observed Core Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S+H+V+T+,Morphology-Supported Hidden Demand,0.44815681156821424,0.1850538107541,0.26310300081411425,0.6395141661191109,0.375093407968562,0.4265442154943104,0.4584704511935414,0.8103463387007546,166010835.2,150549890,0.2639353933121137,0.0
102,4121,구반포,9호선,Low Demand / Peripheral,Low Visual / Low Hidden,Stable Low-Intensity Area,M-S-H-V-T-,Low Priority,0.27790052317315883,0.0148484994303152,0.26305202374284364,0.639477854022946,0.184820181128376,0.3699072875572103,0.1885207834079244,0.6455046309450214,65486125.89,12083104,0.1611813071656205,0.0
103,2539,신금호,5호선,Hidden Transit Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S-H+V-T+,High Priority Hidden Demand,0.33585737382221076,0.0745367500855659,0.2613206237366449,0.6382445394766595,0.2681507917543108,0.4044191376129708,0.3149895902328887,0.510868150829505,110527048.83,60641167,0.2237947599581669,0.0
104,413,쌍문,4호선,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,Already Captured Core Demand,0.6092724332381245,0.3479715560422194,0.2613008771959051,0.6382304735786313,0.6332701925776242,0.5617615087143664,0.6529211675667317,0.5327623588625573,239649333.77,283088037,0.3009716726439251,0.1501808997497218
105,415,미아(서울사이버대학),4호선,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,Already Captured Core Demand,0.44152249431950663,0.18126847452553,0.26025401979397667,0.6374847738806622,0.4079429334609293,0.5754632694927234,0.4145341412464912,0.3117552863960929,149639325.46,147470413,0.2232664111449114,0.2241337751082374
106,4705,화계,우이신설선,Low Demand / Peripheral,Behavioral Hidden Demand,Stable Low-Intensity Area,M-S-H+V-T-,Low Priority,0.2768297404261038,0.0192350872467883,0.2575946531793155,0.6355904481800569,0.2324476847730065,0.4061856534437288,0.200671082576047,0.3054765240210925,75904011.81,15651716,0.1850828873344729,0.0302237910130826
107,4707,삼양사거리,우이신설선,Low Demand / Peripheral,Visually Dense but Transit-Captured,Stable Dense Urban Area,M-S-H-V+T-,Low Priority,0.2699875866502682,0.014505672876062,0.25548191377420615,0.6340854971395664,0.1586000510910399,0.3645799017428059,0.183646694404316,0.7074324934273551,61800376.11,11804205,0.1515160466925091,0.0
108,2555,둔촌동,5호선,Hidden Transit Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S-H+V+T+,High Priority Hidden Demand,0.36751708005604733,0.1152729818098688,0.25224409824617855,0.6317791294748949,0.2880794046343389,0.3867268610835832,0.3194068124345756,0.7731827021278393,113708171.79,93781232,0.1916963786927271,0.0
109,2729,건대입구,7호선,Observed Core Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S+H+V+T+,Morphology-Supported Hidden Demand,0.41828707062022313,0.1679045177347473,0.25038255288547584,0.6304531095120283,0.3374905479538608,0.4093048861205484,0.392396682744947,0.8561076596185927,148176678.8,136598460,0.2326587757394479,0.0
110,2529,마포,5호선,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,Already Captured Core Demand,0.3991905143329968,0.1493288915046398,0.249861622828357,0.6300820395023584,0.3553940327458994,0.4059913084006091,0.3836861406076743,0.6102814437565492,139121732.04,121486668,0.2266470857892819,0.0
111,2642,월곡(동덕여대),6호선,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,Already Captured Core Demand,0.3857257172872121,0.1366275535812936,0.2490981637059185,0.6295382106714542,0.3738716413274142,0.4161293559434972,0.3904333632922553,0.3536446704555034,141217859.31,111153774,0.2450401351392764,0.0
112,2522,오목교(목동운동장앞),5호선,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,Already Captured Core Demand,0.51646691843012,0.2674624398943703,0.24900447853574975,0.6294714766511661,0.5047130424945018,0.4507751513544112,0.5532357249814158,0.6600511647270827,204464706.26,217591617,0.2859423406702397,0.0158299554930727
113,2546,아차산(어린이대공원후문),5호선,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,Already Captured Core Demand,0.42624240349848364,0.1787992823066911,0.24744312119179254,0.6283592872568267,0.459299334383057,0.4376953424764118,0.4573472067971538,0.186644260475743,166789824.09,145461656,0.2723051463596229,0.0085524917828936
114,4126,언주,9호선(연장),Low Demand / Peripheral,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M-S-H+V+T+,Morphology-Supported Hidden Demand,0.33691428847320126,0.0898466534274664,0.24706763504573487,0.6280918201641824,0.2297491677581294,0.3782965014351512,0.2849997772205544,0.8195308217914431,98711488.42,73096202,0.1764015183760985,0.0
115,2714,마들,7호선,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,Already Captured Core Demand,0.3827888131385204,0.1367047875550864,0.24608402558343404,0.6273911733735058,0.3506551663545514,0.4028424596253602,0.3678311234642218,0.5071714867978788,132368658.65,111216606,0.2209342568965576,0.0
116,2730,뚝섬유원지,7호선,Hidden Transit Demand,Visually Dense but Transit-Captured,Stable Dense Urban Area,M+S-H-V+T-,High Priority Hidden Demand,0.3503945638824866,0.1045089945441668,0.2458855693383198,0.6272498085975877,0.297514460084702,0.3715273597465162,0.2689236456541091,0.6984648777691983,99588489.38,85024427,0.1641205385711154,0.0
117,4703,4.19민주묘지,우이신설선,Hidden Transit Demand,Behavioral Hidden Demand,Stable Low-Intensity Area,M+S-H+V-T-,High Priority Hidden Demand,0.2641949194409472,0.0184081212388809,0.24578679820206628,0.6271794517310875,0.2593660057471223,0.3784961988780295,0.1690950825861483,0.1903715061800512,68407012.76,14978956,0.1655529047118442,0.0080835482750876
118,2726,중곡,7호선,Hidden Transit Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S-H+V-T+,High Priority Hidden Demand,0.3591354948682193,0.1138107604672885,0.24532473440093078,0.6268503134584684,0.3211814900057794,0.4539818592316504,0.3105071704008542,0.3900692547753509,112011496.63,92591674,0.1885515394175224,0.0902477519195343
119,211,성수,2호선,Observed Core Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S+H+V+T+,Morphology-Supported Hidden Demand,0.6482586413795451,0.4042989229785536,0.24395971840099157,0.625877982349186,0.6641632204550979,0.4831198237345636,0.756056475183361,0.7739394120443798,271949529.45,328911927,0.3323505225323114,0.0246796342452726
120,250,용두(동대문구청),2호선,Low Demand / Peripheral,Visually Dense but Transit-Captured,Stable Dense Urban Area,M-S-H-V+T-,Low Priority,0.2726998014575172,0.0295423735736534,0.2431574278838638,0.6253064930563715,0.1529647484560621,0.3522991562260448,0.1776222088237952,0.8026643383101898,59132665.23,24036982,0.1292355871277905,0.0
121,2742,장승배기,7호선,Hidden Transit Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S-H+V-T+,High Priority Hidden Demand,0.3539694031201977,0.113041005766394,0.2409283973538037,0.6237187052736537,0.2922009480524501,0.3862391382821484,0.3220033770967131,0.6151851650671539,112560313.86,91965457,0.1908115229532015,0.0
122,335,대치,3호선,Observed Core Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S+H+V+T+,Morphology-Supported Hidden Demand,0.3745418919591856,0.13491575017055,0.2396261417886356,0.6227910798111642,0.2761426442788677,0.3839606576110465,0.3310066772423357,0.8808620218246638,119093914.8,109761174,0.1866777676862926,0.0
123,225,방배,2호선,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,Already Captured Core Demand,0.4444325265859995,0.2069383335555936,0.23749419303040592,0.6212724455232768,0.4633482523224799,0.4226669060685787,0.4725140366860852,0.3575627918652178,170169907.48999998,168353562,0.2533441920641576,0.0025645722938742
124,4711,성신여대입구(돈암),우이신설선,Low Demand / Peripheral,Low Visual / Low Hidden,Stable Low-Intensity Area,M-S-H-V-T-,Low Priority,0.2589429464421151,0.0215829290015202,0.23736001744059487,0.6211768692808843,0.1566418914899667,0.3688161516190297,0.1918277972220695,0.5788449792245873,67237219.59,17561751,0.1592017033934338,0.0
125,2552,명일,5호선,Hidden Transit Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S-H+V+T+,High Priority Hidden Demand,0.3432273934931737,0.106453654108231,0.23677373938494273,0.620759250445482,0.2626819740912924,0.3806133293066328,0.3018552266938261,0.6949612748666872,106375456.63,86606462,0.1806048454166683,0.0
126,245,신답,2호선,Low Demand / Peripheral,Visually Dense but Transit-Captured,Stable Dense Urban Area,M-S-H-V+T-,Low Priority,0.2570312424324003,0.0205665730764026,0.23646466935599766,0.6205390930230755,0.1414497840571603,0.346758270974711,0.1601436556502449,0.7466054073295142,52124938.68,16734917,0.1191829832670075,0.0
127,2814,몽촌토성(평화의문),8호선,Low Demand / Peripheral,Visually Dense but Transit-Captured,Stable Dense Urban Area,M-S-H-V+T-,Low Priority,0.31163832104579514,0.0766008978545332,0.23503742319126195,0.6195224339900398,0.1998445526541324,0.3643549804712994,0.243774256852833,0.8186467586304407,84518347.45,62320409,0.1511079811326285,0.0
128,2718,공릉(서울과학기술대),7호선,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,Already Captured Core Demand,0.3761594875014694,0.1412574237442009,0.2349020637572685,0.6194260144692337,0.3528154734221149,0.4077677022706125,0.3645679816117925,0.4253700257150607,133150589.4,114920303,0.2185048334762091,0.0081947151335704
129,215,잠실나루,2호선,Observed Core Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S+H+V+T+,Morphology-Supported Hidden Demand,0.40440285111584784,0.1718474859077284,0.23255536520811945,0.6177544091521187,0.3529078949888828,0.3923145196187171,0.3738673409532316,0.7274220027552494,138266495.53,139806175,0.2018062280932524,1.99103910853276e-05
130,2753,까치울,7호선,Low Demand / Peripheral,Behavioral Hidden Demand,Stable Low-Intensity Area,M-S-H+V-T-,Low Priority,0.275708175969844,0.0443520900731828,0.23135608589666118,0.6169001359543673,0.1705591811253394,0.6298471383831685,0.1024826086842591,0.2099823813079729,36773537.46,36085101,0.0537130957697017,0.4175316485856511
131,2640,안암(고대병원앞),6호선,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,Already Captured Core Demand,0.36712618956492465,0.1369355466693299,0.23019064289559477,0.6160699651094227,0.3143926007361606,0.3980745855358947,0.3418552131720044,0.5775983021527779,129267985.31,111404335,0.2122840959014438,0.0
132,2630,녹사평(용산구청),6호선,Low Demand / Peripheral,Behavioral Hidden Demand,Stable Low-Intensity Area,M-S-H+V-T-,Low Priority,0.29655819003708495,0.067729928414498,0.22882826162258696,0.6150995107744491,0.2051205990329177,0.4588250360697268,0.1888581505011214,0.5177603135461603,71320654.14999999,55103627,0.1241426429037076,0.143024951209032
133,2540,행당,5호선,Low Demand / Peripheral,Behavioral Hidden Demand,Dynamic Behavioral Area,M-S-H+V-T+,Low Priority,0.317621000222977,0.0902365453564101,0.22738445486656692,0.6140710552656983,0.2408657558939668,0.3787977672817155,0.2884059129327359,0.5685078566371585,99189997.65,73413390,0.1773109447142884,0.0
134,231,신대방,2호선,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,Already Captured Core Demand,0.514805583471993,0.2892305844023706,0.22557499906962242,0.6127821398520189,0.5078685161062717,0.5203846429908221,0.5402579013237566,0.4811701021171395,195200972.85,235300612,0.2390199519244265,0.140723235027668
135,321,충무로,3호선,Low Demand / Peripheral,Visually Dense but Transit-Captured,Stable Dense Urban Area,M-S-H-V+T-,Low Priority,0.22440810073071743,3.449174472591842e-06,0.22440465155624484,0.6119484754144012,0.0783589121986982,0.3375653871326712,0.1264005569474615,0.7947513206864316,38409781.61,6240,0.1025047061667961,0.0
136,2511,방화,5호선,Hidden Transit Demand,Behavioral Hidden Demand,Stable Low-Intensity Area,M+S-H+V-T-,High Priority Hidden Demand,0.2971738561544814,0.0737518354884595,0.2234220206660219,0.611248525682275,0.2610033710525331,0.4154944545976213,0.1916336253978948,0.3752200045185722,73761149.69,60002617,0.124747526364131,0.0859055415571844
137,2547,광나루(장신대),5호선,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,Already Captured Core Demand,0.3848039502104711,0.1631329917217342,0.22167095848873689,0.6100012053363317,0.3850398617123148,0.4693807383349487,0.3345440834077658,0.2728201117463909,125636623.54,132716690,0.1762262461033857,0.119278985838304
138,2549,강동,5호선,Observed Core Demand,Morphology-Supported Hidden Demand,Dynamic Dense Urban Area,M+S+H+V+T+,Morphology-Supported Hidden Demand,0.44231498038047523,0.2215316555356361,0.22078332484483912,0.6093689242453805,0.3814349284041981,0.3988698595254242,0.4476987345280127,0.8141205081162752,160954161.87,180225638,0.2137269293143177,0.0
139,2723,면목,7호선,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,Already Captured Core Demand,0.3988032510262103,0.1782765197200705,0.22052673130613978,0.6091861469884623,0.3541701872908457,0.4424493887526747,0.358873995098834,0.5703952053739424,127345932.81,145036374,0.165724084706675,0.0916210209666295
140,2613,불광,6호선,Low Demand / Peripheral,Visually Dense but Transit-Captured,Stable Dense Urban Area,M-S-H-V+T-,Low Priority,0.2780348971650326,0.0579347043664189,0.2201001927986137,0.6088823141687789,0.1659160438193088,0.3603964036419153,0.2179113312179056,0.6969131029228368,74999090.47,47134938,0.1439260954026011,0.0
141,244,용답,2호선,Low Demand / Peripheral,Visually Dense but Transit-Captured,Stable Dense Urban Area,M-S-H-V+T-,Low Priority,0.2529364180207956,0.0332033453053982,0.21973307271539738,0.6086208064078666,0.1504019882654839,0.3424370000670971,0.1516153135945694,0.6932321056563964,53846425.11,27015285,0.1112206428459865,8.827976955367464e-05
142,4105,마곡나루,9호선,Low Demand / Peripheral,Visually Dense but Transit-Captured,Stable Dense Urban Area,M-S-H-V+T-,Low Priority,0.2711746046700713,0.0525012208030991,0.21867338386697222,0.6078659665865537,0.1776335290072232,0.3467889711592889,0.1816302377900564,0.6821622626898738,63558328.78,42714647,0.1182939490433007,0.0006811922344569
143,246,신설동,2호선,Low Demand / Peripheral,Visually Dense but Transit-Captured,Stable Dense Urban Area,M-S-H-V+T-,Low Priority,0.2574459285590048,0.0396013525272689,0.21784457603173588,0.6072755884211305,0.1201877655867395,0.3353427600462441,0.1570472551108757,0.8811629301123585,51507735.63,32220243,0.0984722837980562,0.0
144,328,잠원,3호선,Low Demand / Peripheral,Low Visual / Low Hidden,Stable Low-Intensity Area,M-S-H-V-T-,Low Priority,0.28145710545436836,0.0636532881363147,0.21780381731805365,0.6072465550872433,0.2088611775053848,0.3585543599825478,0.2102999385281335,0.5577099787568156,75874352.13,51787166,0.1405841501426032,0.0
145,2632,한강진,6호선,Hidden Transit Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S-H+V-T+,High Priority Hidden Demand,0.3268443050936181,0.1090919431504211,0.21775236194319703,0.6072099022848475,0.3166665830450968,0.3995515678087392,0.3066592558719955,0.2312459959674062,115464183.94,88752784,0.2026455984462016,0.0088818938046876
146,2532,충정로(경기대입구),5호선,Low Demand / Peripheral,Low Visual / Low Hidden,Stable Low-Intensity Area,M-S-H-V-T-,Low Priority,0.2661433188844601,0.0486113804882365,0.2175319383962236,0.6070528897136027,0.154255517479636,0.354669301751043,0.2179333801345498,0.6447433455395313,67738958.29,39550153,0.1335356462292634,0.0
147,317,경복궁(정부서울청사),3호선,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,Already Captured Core Demand,0.47046820260889227,0.2537285228795881,0.2167396797293042,0.6064885463297314,0.5004034158868548,0.5136854733375746,0.4632673989060351,0.2421181734420694,175745775.44,206418691,0.2216944151467518,0.1444521099095615
148,4115,여의도,9호선,Transit-Dominant / Transfer-Oriented,Visually Dense but Transit-Captured,Dynamic Dense Urban Area,M-S+H-V+T+,Transit-Dominant Demand,0.3423480107746679,0.1267776245935393,0.21557038618112861,0.605655632654855,0.2231870737104701,0.3633858500027208,0.3197574307968897,0.8711587894489827,102349764.59,103140581,0.1493497269461354,0.0
149,2514,송정,5호선,Low Demand / Peripheral,Morphology-Supported Hidden Demand,Stable Dense Urban Area,M-S-H+V+T-,Morphology-Supported Hidden Demand,0.30017550891007083,0.0854317850845888,0.214743723825482,0.6050667827620305,0.2043655355759643,0.4131487979713168,0.1754564817427354,0.6983252205951063,60632369.51,69504583,0.0774183920844502,0.1169633723259053
150,2531,애오개,5호선,Low Demand / Peripheral,Low Visual / Low Hidden,Stable Low-Intensity Area,M-S-H-V-T-,Low Priority,0.28860939984664885,0.0752804429913184,0.21332895685533043,0.6040590129355047,0.2017712450186604,0.3593420822938631,0.2418382065146491,0.5960917771185607,80682684.52,61246182,0.1420132828513244,0.0
151,4135,한성백제,9호선(연장),Low Demand / Peripheral,Low Visual / Low Hidden,Stable Low-Intensity Area,M-S-H-V-T-,Low Priority,0.23437352133995926,0.0214787678659324,0.21289475347402687,0.6037497202565794,0.1252443318638528,0.3410483071781593,0.1347562645423213,0.6580024229822138,48645764.98,17477013,0.1088236270445825,0.0
152,2822,산성,8호선,Low Demand / Peripheral,Behavioral Hidden Demand,Stable Low-Intensity Area,M-S-H+V-T-,Low Priority,0.27333260681461935,0.0617973126744155,0.21153529414020383,0.6027813472835597,0.2509715388345608,0.4089340612913167,0.181671049594825,0.2182768909727277,65223843.54,50277278,0.1135203065129269,0.0854188117046988
153,2621,마포구청,6호선,Observed Core Demand,Behavioral Hidden Demand,Dynamic Behavioral Area,M+S+H+V-T+,Already Captured Core Demand,0.36758350846986226,0.1561008637297088,0.21148264474015346,0.6027438439505904,0.3222350549247425,0.3822999819142249,0.3288273911839691,0.6123726003837809,119860594.55,126995857,0.1675744551494806,0.0116018749549912
154,4708,솔샘,우이신설선,Low Demand / Peripheral,Behavioral Hidden Demand,Stable Low-Intensity Area,M-S-H+V-T-,Low Priority,0.24477718779908023,0.0346776842395505,0.21009950355952972,0.6017586018739335,0.2304934472327543,0.3795086385695593,0.2014207560445457,0.0589382569304183,76139489.93,28214701,0.1702796949835527,0.0059997626779478
155,2524,영등포구청,5호선,Low Demand / Peripheral,Visually Dense but Transit-Captured,Stable Dense Urban Area,M-S-H-V+T-,Low Priority,0.2568299497168085,0.047696091767079,0.2091338579497295,0.6010707511329952,0.1251595600998699,0.3344264428502866,0.1722632919340087,0.8244887857249367,53876605.5,38805540,0.0968098465946208,0.0
156,4116,샛강,9호선,Low Demand / Peripheral,Visually Dense but Transit-Captured,Stable Dense Urban Area,M-S-H-V+T-,Low Priority,0.24054956320023263,0.0321916112249054,0.20835795197532722,0.6005180561339454,0.0870292708979069,0.3261249848849321,0.1417038463665553,0.9151437580163044,42620037.69,26192211,0.0817488473846907,0.0
