station_id,station_name,nn_overlap_pca32
233,대림(구로구청),0.0
2814,몽촌토성(평화의문),0.0
2727,군자(능동),0.0
2713,수락산,0.0
2736,고속터미널,0.0
2527,여의도,0.0
4708,솔샘,0.0
2530,공덕,0.0
209,한양대,0.0
433,사당,0.0
328,잠원,0.0
337,대청,0.0
2511,방화,0.0
4131,삼전,0.0
2741,상도,0.0
2731,청담,0.0
4130,종합운동장,0.0
2615,연신내,0.0
4126,언주,0.0
4115,여의도,0.0
2734,논현,0.0
4113,당산,0.0
158,청량리(서울시립대입구),0.0
315,무악재,0.0
2537,동대문역사문화공원,0.0
4102,김포공항,0.0
2611,응암,0.0
2820,장지,0.0
213,구의(광진구청),0.0
248,양천구청,0.0
4709,북한산보국문,0.0
211,성수,0.0
310,구파발,0.0
2517,우장산,0.0
333,매봉,0.0
2544,장한평,0.0
2739,남성,0.0
2553,고덕,0.0
4129,봉은사,0.0
2516,발산,0.0
424,명동,0.0
2812,천호(풍납토성),0.0
230,신림,0.0
2619,디지털미디어시티,0.0
4127,선정릉,0.0
342,오금,0.0
4103,공항시장,0.0
2629,삼각지,0.0
2556,올림픽공원(한국체대),0.0
216,잠실(송파구청),0.0
243,충정로(경기대입구),0.0
422,동대문역사문화공원,0.0
431,동작(현충원),0.0
2538,청구,0.0
4120,동작(현충원),0.0
150,서울역,0.0
2627,공덕,0.1
2646,태릉입구,0.1
2513,김포공항,0.1
319,종로3가,0.1
320,을지로3가,0.1
2744,보라매,0.1
4712,보문,0.1
234,신도림,0.1
2711,장암,0.1
156,신설동,0.1
4109,등촌,0.1
413,쌍문,0.1
2522,오목교(목동운동장앞),0.1
2626,대흥(서강대앞),0.1
221,역삼,0.1
2760,굴포천,0.1
410,상계,0.1
2518,화곡,0.1
2757,부천시청,0.1
2750,광명사거리,0.1
2520,신정(은행정),0.1
2613,불광,0.1
4134,송파나루,0.1
2647,화랑대(서울여대입구),0.1
4122,신반포,0.1
223,교대(법원.검찰청),0.1
2737,내방,0.1
4123,고속터미널,0.1
2523,양평,0.1
235,문래,0.1
247,도림천,0.1
2823,남한산성입구(성남법원.검찰청),0.1
336,학여울,0.1
2715,노원,0.1
2751,천왕,0.1
4137,둔촌오륜,0.1
316,독립문,0.1
224,서초,0.1
2758,상동,0.1
240,신촌,0.1
4108,증미,0.1
4118,노들,0.1
4703,4.19민주묘지,0.1
2630,녹사평(용산구청),0.1
229,봉천,0.1
152,종각,0.1
2746,대림(구로구청),0.1
2745,신풍,0.1
432,총신대입구(이수),0.1
4128,삼성중앙,0.1
217,잠실새내,0.1
2723,면목,0.1
4138,중앙보훈병원,0.1
426,서울역,0.1
2632,한강진,0.1
2539,신금호,0.1
2742,장승배기,0.1
228,서울대입구(관악구청),0.1
232,구로디지털단지,0.1
214,강변(동서울터미널),0.1
242,아현,0.1
421,동대문,0.1
332,양재(서초구청),0.1
2531,애오개,0.1
412,창동,0.1
2738,이수,0.1
2725,용마산,0.1
415,미아(서울사이버대학),0.1
414,수유(강북구청),0.1
428,삼각지,0.1
2642,월곡(동덕여대),0.1
202,을지로입구,0.1
2756,신중동,0.1
2641,고려대(종암),0.1
4121,구반포,0.1
4711,성신여대입구(돈암),0.1
220,선릉,0.1
4105,마곡나루,0.1
4707,삼양사거리,0.1
239,홍대입구,0.1
4117,노량진,0.1
2614,독바위,0.1
2628,효창공원앞,0.1
215,잠실나루,0.1
2512,개화산,0.1
329,고속터미널,0.1
2514,송정,0.1
238,합정,0.1
2634,약수,0.1
2648,봉화산(서울의료원),0.1
2524,영등포구청,0.1
246,신설동,0.1
2716,중계,0.1
2815,잠실(송파구청),0.1
2554,상일동,0.1
326,압구정,0.1
4706,삼양,0.1
204,을지로4가,0.1
2728,어린이대공원(세종대),0.1
2546,아차산(어린이대공원후문),0.1
231,신대방,0.1
2551,굽은다리(강동구민회관앞),0.1
2825,신흥,0.1
225,방배,0.1
341,경찰병원,0.1
2819,문정,0.1
311,연신내,0.1
226,사당,0.1
151,시청,0.1
203,을지로3가,0.1
2732,강남구청,0.1
2712,도봉산,0.1
241,이대,0.1
423,충무로,0.1
2735,반포,0.1
2761,부평구청,0.1
2623,합정,0.1
325,옥수,0.1
2535,종로3가,0.1
4135,한성백제,0.1
2749,철산,0.2
237,당산,0.2
2826,수진,0.2
2617,새절(신사),0.2
323,약수,0.2
434,남태령,0.2
2536,을지로4가,0.2
4713,신설동,0.2
2552,명일,0.2
219,삼성(무역센터),0.2
314,홍제,0.2
2560,거여,0.2
2561,마천,0.2
4114,국회의사당,0.2
2637,동묘앞,0.2
2558,오금,0.2
2818,가락시장,0.2
159,동묘앞,0.2
2747,남구로,0.2
2533,서대문,0.2
2548,천호(풍납토성),0.2
335,대치,0.2
2529,마포,0.2
2521,목동,0.2
4112,선유도,0.2
4705,화계,0.2
4704,가오리,0.2
2724,사가정,0.2
2726,중곡,0.2
2555,둔촌동,0.2
2730,뚝섬유원지,0.2
2743,신대방삼거리,0.2
210,뚝섬,0.2
2612,역촌,0.2
206,신당,0.2
2748,가산디지털단지,0.2
2721,중화,0.2
201,시청,0.2
157,제기동,0.2
2549,강동,0.2
4110,염창,0.2
313,녹번,0.2
2618,증산(명지대앞),0.2
317,경복궁(정부서울청사),0.2
249,신정네거리,0.2
312,불광,0.2
2622,망원,0.2
2717,하계,0.2
2816,석촌,0.2
2753,까치울,0.2
2526,신길,0.3
2755,춘의,0.3
4107,가양,0.3
227,낙성대,0.3
207,상왕십리,0.3
324,금호,0.3
2528,여의나루,0.3
409,불암산,0.3
4106,양천향교,0.3
2733,학동,0.3
4701,북한산우이,0.3
155,동대문,0.3
245,신답,0.3
4702,솔밭공원,0.3
2540,행당,0.4
