station_id,station_name,mob_vis_cosine_pca32,mobility_cluster,visual_cluster
2750,광명사거리,-0.7815973973149346,1,2
410,상계,-0.7303563058279374,1,0
2546,아차산(어린이대공원후문),-0.6768205147191585,0,3
2749,철산,-0.6718526762960016,1,0
2561,마천,-0.6573493155685582,1,2
314,홍제,-0.655099187287971,1,2
4116,샛강,-0.6531621123345804,3,4
2537,동대문역사문화공원,-0.6475931848046843,3,0
318,안국,-0.6248426875347972,0,2
2541,왕십리(성동구청),-0.5936593105901264,3,4
416,미아사거리,-0.5923308060741008,0,3
201,시청,-0.5915059492903336,3,3
238,합정,-0.5721487388513542,3,3
2536,을지로4가,-0.5699382486174973,3,1
310,구파발,-0.5696528042132667,1,2
313,녹번,-0.5651024995027788,1,2
155,동대문,-0.5579722876533338,3,0
420,혜화,-0.5528938246757638,0,3
157,제기동,-0.5489633741128102,3,3
2717,하계,-0.5467780432357894,0,3
2636,신당,-0.5404258204100856,3,3
2824,단대오거리,-0.5347963917829205,1,3
2617,새절(신사),-0.5342367281535996,0,3
2719,태릉입구,-0.5262936635693005,3,0
2511,방화,-0.5259008769056713,4,5
227,낙성대,-0.5212436629191626,0,0
2518,화곡,-0.5035260571092717,1,0
2816,석촌,-0.5029502471183681,3,4
415,미아(서울사이버대학),-0.5025119984612338,0,3
2722,상봉(시외버스터미널),-0.4989145523800817,3,3
2619,디지털미디어시티,-0.49611272010701213,3,3
425,회현(남대문시장),-0.49329850404501907,0,0
2637,동묘앞,-0.47938465124966323,3,4
230,신림,-0.4779664012885285,2,3
2725,용마산,-0.4773181338965222,4,2
203,을지로3가,-0.47437130414053186,3,1
208,왕십리(성동구청),-0.4713328449198508,3,3
2625,광흥창(서강),-0.46920335722756795,3,5
4101,개화,-0.4684067843355791,4,0
156,신설동,-0.4676291882693006,3,3
2616,구산,-0.460087656864876,4,2
250,용두(동대문구청),-0.451955570069736,3,3
2818,가락시장,-0.4492222137901274,3,4
2618,증산(명지대앞),-0.44470032967277073,0,1
229,봉천,-0.4425803447315578,0,0
4709,북한산보국문,-0.4336317184047428,1,2
2740,숭실대입구(살피재),-0.42947911061718125,0,0
151,시청,-0.42350118239789414,3,3
419,한성대입구(삼선교),-0.4185641062350132,0,2
204,을지로4가,-0.41780703451162765,3,0
4106,양천향교,-0.4146682396150702,4,5
340,가락시장,-0.4134847875608435,3,4
2823,남한산성입구(성남법원.검찰청),-0.4121088184135668,1,2
2554,상일동,-0.4110802323740806,1,0
2730,뚝섬유원지,-0.4107909737033614,4,5
2547,광나루(장신대),-0.40824957679819357,0,5
317,경복궁(정부서울청사),-0.40741395691385396,0,3
320,을지로3가,-0.3936849818804501,3,1
2734,논현,-0.3935735912137748,3,0
159,동묘앞,-0.3913277405835375,3,3
2645,석계,-0.38480899247070766,3,3
338,일원,-0.3847798193668018,1,0
2646,태릉입구,-0.384185439635245,3,0
2716,중계,-0.38384583151353374,0,1
330,교대(법원.검찰청),-0.38193418559654524,3,3
4117,노량진,-0.381807070655328,3,1
321,충무로,-0.3778443046937221,5,0
4111,신목동,-0.3755421359990003,4,5
4115,여의도,-0.3735430076101588,3,4
417,길음,-0.37271421352600564,0,0
2611,응암,-0.368287958766113,1,0
246,신설동,-0.36424929690995844,3,3
431,동작(현충원),-0.363030176968883,3,5
430,이촌(국립중앙박물관),-0.3568150059332028,3,5
4103,공항시장,-0.3524057781129535,3,1
4121,구반포,-0.3521677327972518,3,5
2533,서대문,-0.34875864042244403,0,0
4112,선유도,-0.34805695546210347,4,5
2735,반포,-0.34260932831503815,3,4
336,학여울,-0.3396158518080641,3,4
4102,김포공항,-0.33445135340444054,3,4
2825,신흥,-0.3228296958158631,4,3
2738,이수,-0.3208036424662646,3,4
152,종각,-0.3200735127284978,2,3
4108,증미,-0.31743038481512,4,5
433,사당,-0.3172277527343712,3,1
331,남부터미널(예술의전당),-0.3166922978926146,0,3
414,수유(강북구청),-0.3103836450877112,0,3
2553,고덕,-0.30977089214142794,0,5
4120,동작(현충원),-0.30800032588079285,4,5
2821,복정,-0.30669715795283886,4,3
2736,고속터미널,-0.30578209976801585,3,4
2744,보라매,-0.30476998174406034,3,4
225,방배,-0.30450525637817116,0,0
153,종로3가,-0.3013045780143267,3,0
243,충정로(경기대입구),-0.2991898251630048,3,3
2732,강남구청,-0.29849460045552456,3,1
2814,몽촌토성(평화의문),-0.2968556099821196,3,1
4134,송파나루,-0.2948554953916114,5,4
226,사당,-0.2939876468732556,3,3
413,쌍문,-0.29376868826094077,0,0
228,서울대입구(관악구청),-0.29330343673662396,2,0
342,오금,-0.2908765384750112,3,4
239,홍대입구,-0.28653103020958504,2,0
4128,삼성중앙,-0.2856376618372605,3,4
2739,남성,-0.2818169578202058,0,0
2724,사가정,-0.2793175797671162,0,3
2532,충정로(경기대입구),-0.27634188404690335,3,0
4130,종합운동장,-0.26966714003406,3,0
2826,수진,-0.2694556614424111,0,0
337,대청,-0.26939957850480384,3,0
158,청량리(서울시립대입구),-0.26921558866825124,3,0
428,삼각지,-0.2687866173472293,0,3
4704,가오리,-0.26778177216195176,4,2
2715,노원,-0.262113050423168,3,3
154,종로5가,-0.2585658675906514,0,0
422,동대문역사문화공원,-0.25578498498583013,3,0
2538,청구,-0.25538142820595183,3,4
2718,공릉(서울과학기술대),-0.2551528494493041,0,3
424,명동,-0.2547713411556036,2,1
205,동대문역사문화공원,-0.2540450872529751,3,1
2613,불광,-0.25169692222986983,3,3
421,동대문,-0.2507032318576056,3,0
235,문래,-0.24917509953821967,3,3
206,신당,-0.24903311606643733,3,3
236,영등포구청,-0.24810953908063715,3,3
2526,신길,-0.24741275404849516,3,3
4123,고속터미널,-0.24669490367373537,3,4
224,서초,-0.2453491396717577,3,0
2627,공덕,-0.2403911286614137,3,4
2811,암사,-0.22861922654125186,0,5
432,총신대입구(이수),-0.22638509245643051,0,0
2620,월드컵경기장(성산),-0.22389039622876922,4,5
231,신대방,-0.22360703255956602,0,0
2635,청구,-0.22027985040825465,3,4
232,구로디지털단지,-0.21797129432296755,2,0
2629,삼각지,-0.21526640003665304,3,3
2527,여의도,-0.20822553835045204,3,4
2514,송정,-0.20575820588177032,4,0
2545,군자(능동),-0.2035607538050768,3,4
2516,발산,-0.1990445970005774,0,1
249,신정네거리,-0.1989628934909532,1,0
240,신촌,-0.19622000735162004,2,3
202,을지로입구,-0.1960282416492426,2,0
4118,노들,-0.1945318469326619,3,5
234,신도림,-0.19250025940947868,3,3
2743,신대방삼거리,-0.18921887426995532,0,0
334,도곡,-0.18909589969772828,3,4
2517,우장산,-0.18783910018976363,0,3
4138,중앙보훈병원,-0.18684076057616955,1,2
233,대림(구로구청),-0.18671286810032067,3,3
2623,합정,-0.18278221827765873,3,5
2523,양평,-0.17995873802581602,3,0
2728,어린이대공원(세종대),-0.17866887263283146,0,0
220,선릉,-0.17634291971431204,2,4
2713,수락산,-0.1726293210172785,4,3
4105,마곡나루,-0.16941198501658536,3,5
