station_id,nearest_station,cluster,pca_x,pca_y
2519,까치산,2,13.145070588987924,4.577021011660934
2824,단대오거리,2,12.699050331697721,-2.617890605882618
2561,마천,2,15.58288803538821,-6.875073476232805
249,신정네거리,2,8.662372957970454,-0.7518921238392589
2716,중계,2,6.540343170640009,1.74180198589731
2611,응암,2,7.573613527367284,0.5605381764862942
314,홍제,2,9.47934367192508,-1.4047217366889013
2560,거여,2,6.864886431905388,-1.154552796815871
4107,가양,4,7.0409061812773714,-1.834373034975571
2823,남한산성입구(성남법원.검찰청),2,12.80956519820764,-6.631121047008287
2820,장지,2,6.481039763610777,0.755534620667874
213,구의(광진구청),0,5.900950684498822,2.931053086368367
2750,광명사거리,2,10.938223273679359,-2.4454356217315616
2749,철산,2,9.284066737656596,-1.4162908627459412
2757,부천시청,2,7.427362268515299,-3.1716500099590323
248,양천구청,0,3.9285996142391193,-0.3197383519491357
4709,북한산보국문,2,7.573732794743006,-5.900677373529039
410,상계,2,6.785225198573044,-0.9547771389670356
211,성수,5,6.548007971405939,5.529162978541798
2518,화곡,2,7.432626718629261,1.7294503367783092
2626,대흥(서강대앞),0,1.8984236602253535,2.2099634123050875
310,구파발,2,8.97321578400533,-3.4298536332857004
2517,우장산,2,5.2852984447081734,-0.45808509745933057
333,매봉,0,3.2084105251135795,1.274620720157718
2544,장한평,2,5.201532060824696,0.7664086802076768
413,쌍문,2,6.157546367760749,3.1344239553032613
4109,등촌,4,3.500906434732758,-1.1086522320877084
2739,남성,0,2.8586206639362346,1.1833091365842021
2826,수진,2,4.881242548311614,-2.402338384819983
221,역삼,5,7.567521434206503,8.233765191538927
2553,고덕,2,4.193393416368712,-1.1874704414417243
4129,봉은사,0,2.234516686929359,2.877599984625979
2516,발산,0,2.9087215973017013,2.8465934103584605
2617,새절(신사),2,4.02706756166481,-0.3794658150375207
2522,오목교(목동운동장앞),0,3.6742324225904675,2.731023335594786
424,명동,5,3.8445507890667234,5.325275326222661
2554,상일동,2,5.987141028063199,-1.6069205262691972
2525,영등포시장,0,0.9252445006887379,2.226741579590348
326,압구정,5,4.316848286285672,4.17618087365161
416,미아사거리,0,4.493493331656853,2.4163704743648666
2819,문정,0,2.811413833917811,1.9428333758617213
341,경찰병원,0,1.302310114479719,1.1056006236717923
2815,잠실(송파구청),5,0.13118398028488104,4.966348728773431
2740,숭실대입구(살피재),0,2.469287467166848,0.5148021058247972
231,신대방,0,4.30627875029892,1.843322095244439
331,남부터미널(예술의전당),0,5.048670135348567,2.1575649884810155
4114,국회의사당,4,2.044039523480561,-0.7760155152347918
2616,구산,2,4.624020236423898,-3.1420950483659924
2551,굽은다리(강동구민회관앞),0,2.0182885546751885,0.13743307542614513
2546,아차산(어린이대공원후문),0,2.916484507556772,0.3473745125501221
2618,증산(명지대앞),0,3.0862032707896487,-0.5780888615882595
318,안국,0,4.242802626516675,0.19135414283365038
2550,길동,0,0.9558325530050179,1.143376584649026
327,신사,5,2.7504494491742153,4.770025935574584
154,종로5가,0,1.1924517500906502,3.28049951450575
2528,여의나루,0,2.3743987779139726,0.9147721566434783
225,방배,0,3.40550509693189,1.0735875960052486
2747,남구로,0,1.7124314207261997,1.332426488251892
417,길음,0,2.1159667456957547,2.311837645799882
2825,신흥,2,4.083795504255176,-3.3223656052726476
2728,어린이대공원(세종대),0,1.6964793230638757,1.47920100132334
317,경복궁(정부서울청사),2,5.163982409880629,-0.047649633341826945
4110,염창,4,3.2840454028448987,-1.9624089993070377
313,녹번,2,5.534933652699874,-2.3294404586402786
4132,석촌고분,0,0.8905664587122379,-0.9605729565961078
2717,하계,0,3.4674262523036585,-0.5774257695404912
2622,망원,0,1.9509294289764973,0.8650931551483071
2813,강동구청,0,1.7595054985829046,-0.10316230567074117
428,삼각지,0,0.08782035837546551,1.9717175594980498
2624,상수,0,0.8892965899004693,0.12003075382519526
2534,광화문(세종문화회관),5,2.2761069755948657,7.081979881173495
2725,용마산,2,3.9197618574924897,-3.6489977410134635
412,창동,0,1.8461761033824196,2.327418654761129
2549,강동,0,1.245463668078941,2.7368112006000054
419,한성대입구(삼선교),2,4.267355641558311,-0.4561881302202385
2515,마곡,0,1.743807436438354,-0.35841148246539994
2729,건대입구,0,0.3520223044782003,2.188712473469028
338,일원,2,5.428896134363582,-3.9631923625312124
4111,신목동,4,2.147818654771856,-3.166092888309381
415,미아(서울사이버대학),0,3.1256226013514636,-0.11599500696164206
202,을지로입구,5,3.0403029935389454,9.93830818187835
2642,월곡(동덕여대),0,1.111904387029351,0.6057363654863326
411,노원,0,1.7358710380149058,3.6847060660581485
2543,답십리,0,2.283093091427574,0.4142571484597499
2756,신중동,2,3.57709862877388,-2.945818852024847
152,종각,5,-0.07509776236966864,5.863752031146679
2733,학동,0,0.9613070508262466,2.767070159970042
2811,암사,0,3.374987130344262,-1.041352224615825
2521,목동,0,2.8719264507338855,0.3682065189191658
2529,마포,0,1.418558718286926,0.03634854630952931
414,수유(강북구청),5,3.980759768952006,4.07578891801569
425,회현(남대문시장),0,1.1356320409653835,3.0754183350388447
229,봉천,0,1.5319898802974794,2.172126181153884
215,잠실나루,0,1.177760708802629,0.2746978650819131
2718,공릉(서울과학기술대),0,0.9977257280323959,0.2763298759341284
2714,마들,0,0.8363843888909778,0.07018709792187011
2557,방이,0,-0.10811299972573436,0.40260682198514397
4106,양천향교,4,3.2790659933935644,-4.620700714908292
2640,안암(고대병원앞),0,-0.10487047955442622,1.5123792953848771
2641,고려대(종암),0,0.22387762214325962,0.09266051234550463
2748,가산디지털단지,0,2.167192840806785,3.3428796008556905
2746,대림(구로구청),0,-0.22875950641569934,0.6062176849896573
2817,송파,0,-0.1090079026934768,0.06619139988519011
2745,신풍,0,0.29377504930693127,0.4868617685635176
420,혜화,0,2.8103380392536326,2.6903494749432832
2548,천호(풍납토성),0,0.9219349497097606,2.371028078037673
2559,개롱,0,0.8603969545344774,-0.8805228119262012
4710,정릉,4,0.7106729413233708,-2.69455481432016
217,잠실새내,0,1.3567088059980297,1.431329701951028
2547,광나루(장신대),0,2.223348673638183,-1.5983791447339404
2723,면목,0,1.703033623983814,-0.22185840067212917
2644,돌곶이,0,1.3418344248315104,-0.7850089988381301
2533,서대문,0,0.14265485193007546,2.0626682277470447
2631,이태원,0,-0.14580303433391872,0.8634420201703799
335,대치,0,-0.7346526398504216,1.3950356627596696
4138,중앙보훈병원,2,5.30894637632638,-5.9711553459843305
2632,한강진,0,0.21524474433504662,-0.1837707906708929
232,구로디지털단지,5,7.615836395267055,6.308181123602181
2539,신금호,0,-0.8764960703960072,0.06063507065630986
432,총신대입구(이수),0,0.1823590601823193,2.0517270103029435
4128,삼성중앙,0,-1.151774416332933,0.4359630730561148
2621,마포구청,0,0.7375113868472556,-0.5255745556244982
227,낙성대,0,2.8738477126989244,0.8824675629767682
2821,복정,2,3.0097811862124164,-3.8262379267840534
2555,둔촌동,0,-0.3151555420703273,0.34069164239436617
2742,장승배기,0,-0.372553736477855,0.2513957741134178
228,서울대입구(관악구청),5,3.991205143255066,5.804399826428843
2726,중곡,0,1.0914675476155475,-1.6688838366776806
2724,사가정,0,2.3080795753831014,-1.816405590943776
4119,흑석(중앙대입구),4,0.05943576805240523,-1.8142237671877464
4704,가오리,1,1.1992738848484485,-4.116893077708182
4124,사평,4,-1.4611503680476703,-0.6786773257978871
2552,명일,0,-0.9348673803926523,0.4758104042137568
4131,삼전,0,-0.8661007210641966,-1.4328317586067592
2758,상동,0,-0.9031584130244186,-1.1485734123425397
2741,상도,0,-0.4494908079855324,0.3239138872907691
4118,노들,4,-0.2774841848802741,-1.9206065276365056
4108,증미,4,1.553207707134877,-3.899649689277448
2731,청담,0,0.02075986627585691,0.7224188299444773
4130,종합운동장,3,-0.6430388314822791,-1.6590307205780885
2743,신대방삼거리,0,0.12027582078621182,0.7285247736893437
2647,화랑대(서울여대입구),0,0.6335518073230576,-1.303923755595764
2615,연신내,4,1.2322342889238656,-7.079299313843604
4134,송파나루,3,-1.7433132116149224,-0.1838612464136101
207,상왕십리,0,-1.0353405043606159,1.2991332948124978
2612,역촌,3,-1.3014765669132016,-0.5567958934583909
2540,행당,3,-1.8133748252452533,0.5200598774318758
240,신촌,5,0.2972242754644475,7.169733818577495
4126,언주,3,-1.574966938901743,0.9735987216503791
2523,양평,0,-0.7982102153685496,-0.9905341441610731
2737,내방,0,-0.5285982908776903,0.5034474215354722
4115,여의도,4,-1.3251440809315618,1.691656139218771
2730,뚝섬유원지,0,0.14152098653290268,-1.6582176587830366
4123,고속터미널,4,-1.0568266096803376,-0.017019195830803035
4122,신반포,4,-0.8396199124506846,-1.4722178580422005
223,교대(법원.검찰청),5,0.20421200162448808,4.069807605448459
247,도림천,3,-1.530031747480944,-1.526970671216301
2755,춘의,1,0.7196066860941776,-3.1580507857101656
235,문래,0,-0.8794248117863339,2.1749659497075666
2734,논현,3,-1.7281357780569593,2.8351958428581527
4113,당산,4,-1.3445728242989214,-0.3541355388197164
158,청량리(서울시립대입구),3,-1.5717462112503915,1.5346904005699247
315,무악재,1,1.499824109283573,-4.287743137654539
2537,동대문역사문화공원,3,-2.9906320024228696,0.7173352259151615
4112,선유도,4,-0.5848974716613144,-2.64189512228746
242,아현,3,-1.4554937421594136,0.27978852055994774
4104,신방화,3,-1.897712460533597,-1.2137886378800253
