station_id,station_name,mob_vis_cosine_pca16,mobility_cluster,visual_cluster
2546,아차산(어린이대공원후문),-0.8845427185360417,0,1
2750,광명사거리,-0.8452120757657311,1,1
318,안국,-0.7834457158096041,0,1
410,상계,-0.7741618923015355,1,1
416,미아사거리,-0.7542649356080675,0,4
2537,동대문역사문화공원,-0.7506800597984915,3,2
2561,마천,-0.742729258641992,1,1
2749,철산,-0.7413210681912608,1,1
4116,샛강,-0.7285276773484255,3,3
2617,새절(신사),-0.7266362123119736,0,1
2717,하계,-0.7092462760972515,0,1
314,홍제,-0.7064330943515124,1,1
2541,왕십리(성동구청),-0.6919739927726757,3,3
2536,을지로4가,-0.6905759583434824,3,2
238,합정,-0.6867871439734489,3,3
2824,단대오거리,-0.6678410601866152,1,1
420,혜화,-0.6635664287076275,0,4
155,동대문,-0.6508852798947045,3,4
2719,태릉입구,-0.6438005192764478,3,3
2511,방화,-0.6435680503255431,4,5
2636,신당,-0.6260059886742221,3,4
310,구파발,-0.6224525635654613,1,1
208,왕십리(성동구청),-0.6173692644972264,3,4
230,신림,-0.6170288098406828,2,4
313,녹번,-0.613367934266832,1,1
2740,숭실대입구(살피재),-0.602675119889427,0,1
157,제기동,-0.6017507745217554,3,0
227,낙성대,-0.5976595804163887,0,1
201,시청,-0.5912780436117664,3,4
4101,개화,-0.5884097268705303,4,0
156,신설동,-0.5828203815469869,3,4
2816,석촌,-0.5734577366598461,3,3
2637,동묘앞,-0.5536626128672634,3,2
2716,중계,-0.5500947391274517,0,2
2625,광흥창(서강),-0.545690767607585,3,5
425,회현(남대문시장),-0.5426568635179198,0,4
2722,상봉(시외버스터미널),-0.5159874807186092,3,2
2616,구산,-0.5148673349136896,4,1
415,미아(서울사이버대학),-0.5140420932141838,0,0
2518,화곡,-0.508290659895814,1,0
203,을지로3가,-0.504804598087201,3,2
2618,증산(명지대앞),-0.5034957741785846,0,1
2646,태릉입구,-0.5034343621241308,3,4
320,을지로3가,-0.5019947015074359,3,2
433,사당,-0.4948719075704354,3,4
4103,공항시장,-0.4859925813188569,3,2
338,일원,-0.4808815884230616,1,1
321,충무로,-0.4693207082822829,5,3
4709,북한산보국문,-0.4688341967439762,1,1
2619,디지털미디어시티,-0.46465095459208416,3,4
317,경복궁(정부서울청사),-0.46248759029572173,0,1
340,가락시장,-0.45749482944606046,3,3
204,을지로4가,-0.45736012508455365,3,2
2725,용마산,-0.4561179015349745,4,1
151,시청,-0.4493924670257252,3,3
419,한성대입구(삼선교),-0.4476653136910103,0,1
2554,상일동,-0.4424523308307175,1,5
2730,뚝섬유원지,-0.44204536117272447,4,5
246,신설동,-0.44092889368254595,3,4
2734,논현,-0.4402054452058717,3,3
2547,광나루(장신대),-0.43598717879457294,0,5
239,홍대입구,-0.4327922690106266,2,0
331,남부터미널(예술의전당),-0.43276199999475023,0,0
2823,남한산성입구(성남법원.검찰청),-0.42804980450305885,1,1
432,총신대입구(이수),-0.4261130382445838,0,3
2818,가락시장,-0.42087616405061323,3,3
4106,양천향교,-0.4206923273987385,4,5
250,용두(동대문구청),-0.418055406887456,3,0
417,길음,-0.4144698764295314,0,0
2735,반포,-0.4116580618053103,3,3
2744,보라매,-0.4054240368921039,3,3
4102,김포공항,-0.4013401616128254,3,3
431,동작(현충원),-0.40126805399885485,3,5
430,이촌(국립중앙박물관),-0.40017324172447377,3,2
2736,고속터미널,-0.39307996816187807,3,2
2732,강남구청,-0.3896624490729859,3,3
2611,응암,-0.38868269676128375,1,0
421,동대문,-0.38544920197019483,3,4
4120,동작(현충원),-0.3825272165213356,4,5
4111,신목동,-0.38002752489838676,4,5
4117,노량진,-0.3795247162810359,3,4
414,수유(강북구청),-0.37805575337316416,0,0
2821,복정,-0.3763976598918508,4,4
4115,여의도,-0.36834473852069805,3,0
2826,수진,-0.36778091011082253,0,4
2621,마포구청,-0.3666528013108105,0,5
4121,구반포,-0.3659771507035175,3,5
4134,송파나루,-0.36462484408350504,5,3
229,봉천,-0.36185952659823567,0,0
2825,신흥,-0.3608219133871794,4,4
152,종각,-0.3599404014443254,2,3
4128,삼성중앙,-0.3511451789691245,3,2
2738,이수,-0.3505500391506873,3,3
336,학여울,-0.34685408484091695,3,4
342,오금,-0.3465436430813352,3,3
236,영등포구청,-0.34525240556647274,3,0
159,동묘앞,-0.342786238534874,3,4
2635,청구,-0.3425814808303692,3,3
226,사당,-0.34161762698845843,3,4
2811,암사,-0.3323654789151011,0,5
2715,노원,-0.3317597668768777,3,0
2533,서대문,-0.32523207623395545,0,2
4108,증미,-0.3245931467976351,4,5
424,명동,-0.3232039227997543,2,1
225,방배,-0.32301269641228053,0,0
2739,남성,-0.32192842658126086,0,4
422,동대문역사문화공원,-0.3215259089265967,3,2
330,교대(법원.검찰청),-0.3181162865437347,3,3
4112,선유도,-0.31387282533422656,4,5
2645,석계,-0.3070778060470666,3,4
2642,월곡(동덕여대),-0.30650946010555374,0,4
153,종로3가,-0.3043935775690536,3,2
243,충정로(경기대입구),-0.3023336810758607,3,3
2814,몽촌토성(평화의문),-0.30187907636901107,3,3
4704,가오리,-0.30007179655412436,4,1
234,신도림,-0.2990285541542515,3,4
2545,군자(능동),-0.2983586424914779,3,0
2526,신길,-0.29291144818357795,3,4
228,서울대입구(관악구청),-0.292797484375623,2,0
413,쌍문,-0.2877921288904588,0,0
2532,충정로(경기대입구),-0.28372801584221796,3,3
2538,청구,-0.28238834753320974,3,3
2724,사가정,-0.28040305171005386,0,1
2520,신정(은행정),-0.27763520081730964,3,0
2613,불광,-0.2770786583292788,3,3
235,문래,-0.27651795484926206,3,0
154,종로5가,-0.27293811634997595,0,2
4138,중앙보훈병원,-0.2720200419662715,1,1
2553,고덕,-0.26985526093685114,0,5
241,이대,-0.26955462400401303,3,3
2718,공릉(서울과학기술대),-0.2676656193142288,0,0
309,지축,-0.26623890887808643,4,1
2517,우장산,-0.2632708166304203,0,4
233,대림(구로구청),-0.2619547600433013,3,4
240,신촌,-0.26126300487522425,2,4
2760,굴포천,-0.2597264975852267,5,0
2516,발산,-0.25392554587808297,0,4
231,신대방,-0.25224617559018636,0,0
2629,삼각지,-0.25150187752129854,3,4
4118,노들,-0.24817988811139655,3,5
2523,양평,-0.24756564701714925,3,0
337,대청,-0.24429608902887381,3,0
232,구로디지털단지,-0.24094019243121462,2,0
428,삼각지,-0.2404350315989095,0,4
2627,공덕,-0.2367311382351131,3,3
4130,종합운동장,-0.23654773209663194,3,0
2729,건대입구,-0.23369024425970752,0,4
4127,선정릉,-0.22812738056309229,3,3
334,도곡,-0.2277680264734256,3,3
220,선릉,-0.22590630289106078,2,3
2746,대림(구로구청),-0.22455621335651116,0,0
2514,송정,-0.22383117060156904,4,2
2743,신대방삼거리,-0.22377575804476352,0,4
2639,보문,-0.22359098106721537,3,3
158,청량리(서울시립대입구),-0.22336855916279946,3,0
249,신정네거리,-0.22320459975129311,1,0
4705,화계,-0.2227285139872237,4,1
202,을지로입구,-0.2197440699936038,2,3
332,양재(서초구청),-0.2123915770592358,2,0
4701,북한산우이,-0.20446435897769838,4,1
207,상왕십리,-0.20264214235525252,3,4
4124,사평,-0.20185977467854066,3,3
205,동대문역사문화공원,-0.19977751628517065,3,4
218,종합운동장,-0.1958518286313522,3,0
4123,고속터미널,-0.1943653900361026,3,2
2534,광화문(세종문화회관),-0.19391716005689388,2,2
2827,모란,-0.19184289776196684,3,3
4105,마곡나루,-0.19069047514260568,3,2
224,서초,-0.18770029994975698,3,2
2623,합정,-0.18612072766581417,3,5
2615,연신내,-0.18239104861739142,5,1
411,노원,-0.17620959998589034,0,0
4133,석촌,-0.17573752434733397,5,3
