station_id,station_name,mobility_cluster,visual_cluster_pca8,mob_vis_agreement_pca8,mob_vis_mismatch_pca8,surrounding_total_flow,subway_total_activity,mobility_minus_subway_gap,outer_1km_plus_share,mapped_cell_count,active_cell_count
428,삼각지,0,1,-0.12356182738319979,1.1235618273831998,136813104.95999998,52166767,0.3055873562960804,0.0,9,8
248,양천구청,0,0,-0.12047813067713646,1.1204781306771365,187174444.5,59881157,0.4328531971143211,0.122733712453999,40,36
328,잠원,3,2,-0.11410794447991385,1.1141079444799138,75874352.13,51787166,0.1405841501426032,0.0,23,17
2524,영등포구청,3,0,-0.11359026176396261,1.1135902617639626,53876605.5,38805540,0.0968098465946208,0.0,7,7
418,성신여대입구(돈암),3,1,-0.11024948593553874,1.1102494859355387,83935242.7,211443554,-0.0337796071450469,0.0,11,11
2520,신정(은행정),3,0,-0.10044703649760317,1.1004470364976031,82341978.2,120094670,0.0741814547163045,0.0,14,14
4137,둔촌오륜,5,3,-0.09880391666152674,1.0988039166615267,72897256.17,9666676,0.1842753994670399,0.1500343869527016,42,37
2642,월곡(동덕여대),0,1,-0.09852016103379932,1.0985201610337993,141217859.31,111153774,0.2450401351392764,0.0,28,26
2737,내방,3,1,-0.09800675281419471,1.0980067528141948,106087718.5,127217397,0.1299040070599037,0.0,21,20
4122,신반포,3,2,-0.08221215911456817,1.0822121591145681,89297036.8,17996790,0.2185669904028065,0.0,20,17
2813,강동구청,0,2,-0.08137602502022362,1.0813760250202236,147096886.68,99440912,0.2754013442581255,0.0098781009088315,34,28
2519,까치산,1,0,-0.0751055600739623,1.0751055600739623,368935521.44,261857667,0.6781251119007279,0.1831055203801684,57,57
247,도림천,3,4,-0.0732609239513386,1.0732609239513387,84922454.67,10899897,0.2154120852059157,0.0,21,19
4114,국회의사당,0,2,-0.07136683907940447,1.0713668390794044,150937096.54,73392663,0.3178477161326796,0.0,29,21
4126,언주,3,0,-0.06807632309703716,1.0680763230970372,98711488.42,73096202,0.1764015183760985,0.0,10,10
2634,약수,3,1,-0.06470032076249521,1.0647003207624952,51319833.89,35270341,0.094212842353025,0.0,5,5
212,건대입구,2,0,-0.0646073837669512,1.0646073837669512,135515272.23,405439911,-0.1321850019990776,0.0,12,12
4702,솔밭공원,4,5,-0.062069844759847365,1.0620698447598473,56214834.69,11799111,0.1363556290810444,0.33803162483337,64,26
2556,올림픽공원(한국체대),3,3,-0.06104522807057709,1.061045228070577,18780625.0,51184206,-0.0137039236945604,0.0065756102366135,12,11
4110,염창,0,2,-0.059515874292035906,1.0595158742920359,146291421.26,84493827,0.2915873927907348,0.1902839315541694,39,28
2542,마장,3,1,-0.056528021591849276,1.0565280215918493,40356680.2,56506339,0.0383404975866761,0.0,8,8
4712,보문,3,1,-0.04698013325409353,1.0469801332540936,23658465.26,7312348,0.0534690036881957,0.0,6,6
4703,4.19민주묘지,4,5,-0.04442369628962953,1.0444236962896296,68407012.76,14978956,0.1655529047118442,0.0080835482750876,97,24
2711,장암,4,5,-0.03718557685625308,1.037185576856253,29919684.220000003,17022764,0.0585342021703164,0.0053913426630409,119,20
2644,돌곶이,0,0,-0.03632893951649145,1.0363289395164914,116805409.42,87410716,0.20793717885971,0.2083625485399202,27,27
2713,수락산,4,5,-0.034485756690916206,1.0344857566909162,89803727.23,121915767,0.0922041694151022,0.014095858257174,50,23
223,교대(법원.검찰청),2,0,-0.03348069857178804,1.033480698571788,139301573.28,321268487,-0.0184391910139197,0.0,12,11
4109,등촌,0,2,-0.03338979384756911,1.0333897938475691,166628277.6,51467163,0.3874058380324631,0.0611662331676169,37,34
329,고속터미널,2,3,-0.03235451543903162,1.0323545154390317,135770848.99,481882493,-0.2254553142695354,0.0,2,2
2733,학동,0,0,-0.016201333471542956,1.016201333471543,156134300.39,190359598,0.1881825308124421,0.0,17,17
