station_id,station_name,nn_overlap_pca4
421,동대문,0.0
2727,군자(능동),0.0
214,강변(동서울터미널),0.0
2736,고속터미널,0.0
4113,당산,0.0
4104,신방화,0.0
4707,삼양사거리,0.0
4105,마곡나루,0.0
427,숙대입구(갈월),0.0
2755,춘의,0.0
2734,논현,0.0
4126,언주,0.0
2523,양평,0.0
4118,노들,0.0
2615,연신내,0.0
4119,흑석(중앙대입구),0.0
4124,사평,0.0
4137,둔촌오륜,0.0
433,사당,0.0
210,뚝섬,0.0
328,잠원,0.0
222,강남,0.0
422,동대문역사문화공원,0.0
431,동작(현충원),0.0
2646,태릉입구,0.0
2526,신길,0.0
230,신림,0.0
2760,굴포천,0.0
2619,디지털미디어시티,0.0
2635,청구,0.0
2735,반포,0.0
2753,까치울,0.0
2812,천호(풍납토성),0.0
156,신설동,0.0
2544,장한평,0.0
413,쌍문,0.0
2739,남성,0.0
317,경복궁(정부서울청사),0.0
2551,굽은다리(강동구민회관앞),0.0
2550,길동,0.0
154,종로5가,0.0
2819,문정,0.0
341,경찰병원,0.0
4114,국회의사당,0.0
2516,발산,0.0
2617,새절(신사),0.0
2522,오목교(목동운동장앞),0.0
424,명동,0.0
2525,영등포시장,0.0
326,압구정,0.0
4120,동작(현충원),0.0
2627,공덕,0.0
150,서울역,0.0
4102,김포공항,0.0
416,미아사거리,0.1
331,남부터미널(예술의전당),0.1
2616,구산,0.1
2554,상일동,0.1
2528,여의나루,0.1
327,신사,0.1
2815,잠실(송파구청),0.1
313,녹번,0.1
318,안국,0.1
4713,신설동,0.1
234,신도림,0.1
4712,보문,0.1
4127,선정릉,0.1
2637,동묘앞,0.1
4103,공항시장,0.1
4109,등촌,0.1
4131,삼전,0.1
342,오금,0.1
237,당산,0.1
323,약수,0.1
315,무악재,0.1
2537,동대문역사문화공원,0.1
208,왕십리(성동구청),0.1
158,청량리(서울시립대입구),0.1
240,신촌,0.1
235,문래,0.1
2731,청담,0.1
4704,가오리,0.1
4134,송파나루,0.1
2647,화랑대(서울여대입구),0.1
206,신당,0.1
2758,상동,0.1
233,대림(구로구청),0.1
2534,광화문(세종문화회관),0.1
2621,마포구청,0.1
412,창동,0.1
428,삼각지,0.1
152,종각,0.1
2733,학동,0.1
2717,하계,0.1
2558,오금,0.1
2636,신당,0.1
2511,방화,0.1
2630,녹사평(용산구청),0.1
4121,구반포,0.1
337,대청,0.1
220,선릉,0.1
2721,중화,0.1
2533,서대문,0.1
335,대치,0.1
2634,약수,0.1
157,제기동,0.1
2559,개롱,0.1
2548,천호(풍납토성),0.1
2640,안암(고대병원앞),0.1
4106,양천향교,0.1
2557,방이,0.1
2644,돌곶이,0.1
247,도림천,0.1
4123,고속터미널,0.1
2745,신풍,0.1
2817,송파,0.1
2527,여의도,0.1
4705,화계,0.1
2620,월드컵경기장(성산),0.1
215,잠실나루,0.1
2638,창신,0.1
324,금호,0.1
2714,마들,0.1
2549,강동,0.1
419,한성대입구(삼선교),0.1
201,시청,0.1
2513,김포공항,0.1
410,상계,0.1
434,남태령,0.1
425,회현(남대문시장),0.1
2521,목동,0.1
2529,마포,0.1
2749,철산,0.1
2824,단대오거리,0.1
4116,샛강,0.1
2761,부평구청,0.1
4101,개화,0.1
2639,보문,0.1
229,봉천,0.1
2645,석계,0.1
159,동묘앞,0.1
2541,왕십리(성동구청),0.1
203,을지로3가,0.1
2747,남구로,0.1
417,길음,0.1
2722,상봉(시외버스터미널),0.1
241,이대,0.1
2816,석촌,0.1
2623,합정,0.1
2827,모란,0.1
249,신정네거리,0.1
310,구파발,0.1
2517,우장산,0.1
333,매봉,0.1
4107,가양,0.1
2823,남한산성입구(성남법원.검찰청),0.1
2820,장지,0.1
4709,북한산보국문,0.1
2539,신금호,0.2
232,구로디지털단지,0.2
2612,역촌,0.2
336,학여울,0.2
2531,애오개,0.2
242,아현,0.2
2613,불광,0.2
430,이촌(국립중앙박물관),0.2
2741,상도,0.2
4108,증미,0.2
2552,명일,0.2
2737,내방,0.2
231,신대방,0.2
2618,증산(명지대앞),0.2
2744,보라매,0.2
2546,아차산(어린이대공원후문),0.2
2536,을지로4가,0.2
2826,수진,0.2
4115,여의도,0.2
4112,선유도,0.2
207,상왕십리,0.2
4130,종합운동장,0.2
2751,천왕,0.2
2713,수락산,0.2
151,시청,0.2
204,을지로4가,0.2
2752,온수(성공회대입구),0.2
213,구의(광진구청),0.2
2518,화곡,0.2
2750,광명사거리,0.2
4136,올림픽공원(한국체대),0.2
2560,거여,0.2
2624,상수,0.2
2821,복정,0.2
4111,신목동,0.2
2725,용마산,0.2
2515,마곡,0.2
2543,답십리,0.2
218,종합운동장,0.2
2648,봉화산(서울의료원),0.2
2738,이수,0.2
2818,가락시장,0.2
432,총신대입구(이수),0.2
420,혜화,0.2
217,잠실새내,0.2
2631,이태원,0.2
2740,숭실대입구(살피재),0.3
4110,염창,0.3
2822,산성,0.3
2724,사가정,0.3
319,종로3가,0.3
153,종로3가,0.3
2614,독바위,0.3
227,낙성대,0.3
334,도곡,0.3
4702,솔밭공원,0.3
2535,종로3가,0.3
309,지축,0.3
2825,신흥,0.3
2561,마천,0.3
338,일원,0.3
2743,신대방삼거리,0.4
2754,부천종합운동장,0.4
320,을지로3가,0.4
205,동대문역사문화공원,0.4
409,불암산,0.4
2540,행당,0.4
4703,4.19민주묘지,0.4
2711,장암,0.5
4701,북한산우이,0.6
