station_id,mean_abs_error,mean_uncertainty,error_rank,uncertainty_rank,STATION_ID,observed_steps,coverage,sparsity,temporal_entropy,subway_total,subway_norm,MASTER_STATION_ID,cell_total,cell_imbalance,cell_norm,hidden_demand_score,observation_bias_score
338,0.20452648701353202,0.11644360918721687,39.0,52.0,338,805,0.9594755661501788,0.040524433849821184,6.482430458068848,273015,0.07585411,338.0,3086932.94,0.042128543331743734,0.4009549,0.32510078,0.2974275485669804
339,0.2330014200955038,0.13646039621505354,11.0,18.0,339,810,0.965435041716329,0.03456495828367101,6.5026936531066895,569097,0.15811862,339.0,1861906.65,0.01718402124781496,0.24177381,0.08365519,0.18826146714202838
340,0.17403976539859461,0.10718990576024807,99.0,71.0,340,805,0.9594755661501788,0.040524433849821184,6.491769313812256,320193,0.08896221,340.0,1123094.27,0.020039272718394927,0.14577182,0.056809604,0.18687687178405446
341,0.20813038367925896,0.12099152250023239,32.0,41.0,341,786,0.9368295589988082,0.06317044100119185,6.4223785400390625,243691,0.067706615,341.0,3152541.78,0.06984208265205687,0.40948015,0.34177354,0.3518383529482733
342,0.15885681622321643,0.08410866824311343,144.0,153.0,342,803,0.9570917759237187,0.042908224076281254,6.453709602355957,201666,0.056030236,342.0,551816.42,0.12674669702391825,0.07153942,0.015509181,0.3378250309527749
409,0.1365961597759336,0.05720251419818,227.0,303.0,409,815,0.9713945172824792,0.028605482717520836,6.541503429412842,422585,0.11741119,409.0,1205556.57,0.017363319015071526,0.15648706,0.039075874,0.17375060394080707
410,0.1135668016585802,0.05908797641048239,299.0,297.0,410,815,0.9713945172824792,0.028605482717520836,6.516076564788818,666207,0.18510002,410.0,4235126.22,0.05363706280623679,0.55015224,0.36505222,0.32239554052225977
411,0.13708581904481562,0.08785286685932309,225.0,135.0,411,817,0.9737783075089392,0.026221692491060766,6.543591499328613,824001,0.22894208,411.0,3642897.43,0.052487028097460156,0.47319746,0.24425538,0.2851799179873487
412,0.11764756906186304,0.06555548524410125,293.0,267.0,412,816,0.9725864123957092,0.0274135876042908,6.52304744720459,869876,0.24168816,412.0,3536284.9,0.014961405074241884,0.45934415,0.21765599,0.22096839409216462
413,0.11876870130617473,0.0642540796859456,288.0,276.0,413,812,0.9678188319427891,0.03218116805721094,6.49774169921875,1068490,0.2968718,413.0,5037116.18,0.06453378597799679,0.6543636,0.35749176,0.33796120499825727
414,0.13788887119689397,0.07210227215278245,221.0,217.0,414,811,0.966626936829559,0.033373063170440975,6.508632659912109,1462385,0.40631306,414.0,4259075.79,0.043978358889690095,0.5532643,0.14695126,0.2467140424130784
415,0.1282188000630528,0.06564284375432641,265.0,266.0,415,809,0.964243146603099,0.035756853396901045,6.4924397468566895,580518,0.16129187,415.0,3114041.42,0.053688125052532856,0.40447742,0.24318555,0.2898747911636063
416,0.14889832476952247,0.07355257274900814,178.0,207.0,416,807,0.9618593563766389,0.038140643623361115,6.5041704177856445,1079256,0.29986307,416.0,4735703.14,0.08196624997599519,0.6151977,0.31533465,0.3543132805118591
417,0.13544675043769303,0.06359735737251679,234.0,278.0,417,809,0.964243146603099,0.035756853396901045,6.488346099853516,846136,0.23509216,417.0,3484194.74,0.04432833135654963,0.45257547,0.21748331,0.2682863712890971
418,0.16254969173598857,0.11112678911839978,128.0,62.0,418,807,0.9618593563766389,0.038140643623361115,6.518345832824707,817853,0.2272339,418.0,1734164.26,0.10439805940645269,0.22517484,-0.0020590574,0.2972619298388193
