mae,rmse,uncertainty_error_corr,exp,group,mask_ratio,variant
0.1485145409714501,0.2623284824614255,0.6438501164026812,mask_0.1,mask_robustness,0.1,FULL
0.1570550446990151,0.2713201075979748,0.6363583289853934,mask_0.3,mask_robustness,0.3,FULL
0.1676756579827212,0.280854452987137,0.6179624976125195,mask_0.5,mask_robustness,0.5,FULL
0.1866007526903032,0.303131509595697,0.60551463845329,mask_0.7,mask_robustness,0.7,FULL
