mae,rmse,uncertainty_error_corr,exp,group,mask_ratio,variant
0.1334031327809177,0.2462506728164804,0.6431775346523828,ablation_FULL_GRAPH,ablation,0.1,FULL_GRAPH
0.1485145409714501,0.2623284824614255,0.6438501164026812,ablation_FULL,ablation,0.1,FULL
0.1485145409714501,0.2623284824614255,0.6438501164026812,ablation_NO_GRAPH,ablation,0.1,NO_GRAPH
0.1520922840485033,0.2648388199836203,0.6354938736440134,ablation_NO_RECON,ablation,0.1,NO_RECON
0.158389557363852,0.2674913116783466,0.0042148440328034,ablation_VANILLA,ablation,0.1,VANILLA
0.1588387487444487,0.2695256734044297,-0.182191289982658,ablation_NO_UNCERTAINTY,ablation,0.1,NO_UNCERTAINTY
